wall_time,sim_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/cmd_vel_nav_sim_hz,panther/cmd_vel_nav_sim_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/amcl_pose_sim_hz,panther/amcl_pose_sim_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/plan_sim_hz,panther/plan_sim_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/local_costmap_sim_hz,panther/local_costmap_sim_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/velodyne_filtered_sim_hz,panther/velodyne_filtered_sim_jitter_ms,panther/path_length_m,panther2/cmd_vel_nav_hz,panther2/cmd_vel_nav_jitter_ms,panther2/cmd_vel_nav_sim_hz,panther2/cmd_vel_nav_sim_jitter_ms,panther2/amcl_pose_hz,panther2/amcl_pose_jitter_ms,panther2/amcl_pose_sim_hz,panther2/amcl_pose_sim_jitter_ms,panther2/plan_hz,panther2/plan_jitter_ms,panther2/plan_sim_hz,panther2/plan_sim_jitter_ms,panther2/local_costmap_hz,panther2/local_costmap_jitter_ms,panther2/local_costmap_sim_hz,panther2/local_costmap_sim_jitter_ms,panther2/velodyne_filtered_hz,panther2/velodyne_filtered_jitter_ms,panther2/velodyne_filtered_sim_hz,panther2/velodyne_filtered_sim_jitter_ms,panther2/path_length_m,panther3/cmd_vel_nav_hz,panther3/cmd_vel_nav_jitter_ms,panther3/cmd_vel_nav_sim_hz,panther3/cmd_vel_nav_sim_jitter_ms,panther3/amcl_pose_hz,panther3/amcl_pose_jitter_ms,panther3/amcl_pose_sim_hz,panther3/amcl_pose_sim_jitter_ms,panther3/plan_hz,panther3/plan_jitter_ms,panther3/plan_sim_hz,panther3/plan_sim_jitter_ms,panther3/local_costmap_hz,panther3/local_costmap_jitter_ms,panther3/local_costmap_sim_hz,panther3/local_costmap_sim_jitter_ms,panther3/velodyne_filtered_hz,panther3/velodyne_filtered_jitter_ms,panther3/velodyne_filtered_sim_hz,panther3/velodyne_filtered_sim_jitter_ms,panther3/path_length_m
1788356921.512,84.000,34.7,10.00,2.91,12.24,3.45,2.05,10.10,2.50,0.00,0.96,0.00,1.16,10.00,1.25,0.98,1.54,11.47,8.69,120.29,10.56,99.86,18.977,10.02,3.27,12.37,4.62,3.58,97.16,4.38,69.99,0.97,0.00,1.19,10.00,1.23,13.76,1.53,17.99,8.69,119.69,10.56,99.86,0.050,10.02,3.14,12.35,4.80,0.69,0.00,1.11,300.00,0.97,0.00,1.19,6.00,1.43,102.20,1.69,62.31,8.70,119.21,10.56,99.86,0.212
1788356922.714,85.000,35.9,10.00,3.57,12.15,3.82,2.05,9.27,2.50,0.00,0.97,0.00,1.17,4.00,1.25,1.81,1.52,7.54,8.73,120.36,10.56,99.86,18.434,10.01,4.08,12.17,6.32,3.60,81.14,4.44,66.14,0.97,0.00,1.18,14.00,1.23,18.22,1.51,4.99,8.72,120.32,10.56,99.86,0.050,10.00,3.05,12.17,4.90,1.38,246.07,1.67,200.00,0.97,0.00,1.18,4.00,1.42,90.84,1.65,69.77,8.72,120.18,10.56,99.86,0.212
1788356923.974,86.000,37.1,10.01,7.00,12.35,6.14,2.05,7.49,2.50,0.00,0.97,0.00,1.18,10.00,1.25,0.23,1.53,10.50,8.58,122.59,10.56,99.86,17.984,10.22,27.17,12.50,22.33,2.53,191.41,3.33,152.75,1.38,317.98,1.50,253.01,1.26,5.83,1.54,10.50,8.58,122.39,10.56,99.86,23.682,10.01,2.19,12.32,6.78,2.04,8.95,2.50,0.00,0.98,0.00,1.18,8.00,1.43,84.83,1.66,68.53,8.58,122.68,10.56,99.86,0.191
1788356925.237,87.000,38.4,10.01,7.16,12.63,7.24,1.95,13.99,2.50,0.00,0.97,0.00,1.20,6.00,1.25,2.29,1.58,9.43,8.42,126.16,10.56,99.86,17.440,10.01,3.75,12.83,21.38,3.91,12.49,3.89,139.97,0.95,0.00,1.53,243.27,1.25,3.18,1.58,6.80,8.41,125.82,10.56,99.86,23.318,10.00,0.98,12.63,6.50,1.96,12.04,2.50,0.00,0.97,0.00,1.21,8.00,1.24,6.26,1.59,8.22,8.42,125.75,10.56,99.86,0.141
1788356926.483,88.000,39.6,10.04,1.43,12.55,6.49,2.00,19.30,2.50,0.00,0.94,0.00,1.21,4.00,1.25,5.40,1.56,17.99,8.43,125.77,10.56,99.86,16.890,9.99,4.88,12.53,5.82,2.24,100.21,3.33,100.00,0.94,0.00,1.18,28.00,1.25,7.60,1.57,11.47,8.38,126.72,10.56,99.86,22.742,10.00,1.09,12.55,5.28,3.01,126.07,3.75,94.28,0.97,0.00,1.23,6.00,1.25,11.71,1.56,17.99,8.35,126.92,10.56,99.86,0.050
1788356927.715,89.000,40.9,9.99,1.97,12.35,4.93,2.01,12.85,2.50,0.00,0.97,0.00,1.18,0.00,1.25,0.08,1.55,16.76,8.56,122.48,10.56,99.86,15.790,10.00,8.03,12.40,5.50,2.02,21.87,2.50,0.00,0.96,0.00,1.16,16.00,1.25,0.33,1.55,11.31,8.55,123.50,10.56,99.86,22.169,10.52,21.15,12.91,16.39,2.52,201.90,3.33,152.75,1.46,344.88,1.60,268.75,1.25,0.69,1.55,14.73,8.55,123.46,10.56,99.86,23.994
1788356928.958,90.000,42.1,10.00,2.05,12.35,5.07,2.03,11.18,2.50,0.00,0.97,0.00,1.19,10.00,1.25,0.01,1.56,13.20,8.59,121.66,10.56,99.86,15.264,9.99,7.45,12.37,4.90,2.02,11.19,2.50,0.00,0.96,0.00,1.18,2.00,1.25,2.78,1.55,12.36,8.59,122.15,10.56,99.86,21.694,9.99,3.71,12.89,16.24,4.03,7.39,3.89,139.97,0.96,0.00,1.55,283.01,1.25,0.21,1.55,14.73,8.59,121.52,10.56,99.86,23.644
1788356930.227,91.000,43.4,9.99,3.57,12.53,7.02,1.99,25.73,2.50,0.00,0.97,0.00,1.21,2.00,1.25,1.98,1.56,12.36,8.49,124.49,10.56,99.86,14.761,10.01,6.83,12.58,5.10,2.01,13.43,2.50,0.00,0.96,0.00,1.22,2.00,1.25,2.81,1.56,13.60,8.50,124.96,10.56,99.86,20.780,10.00,1.73,12.58,6.53,3.01,117.33,3.89,90.35,0.95,0.00,1.20,2.00,1.25,0.68,1.55,14.73,8.47,123.85,10.56,99.86,23.114
1788356931.463,92.000,44.6,10.00,1.97,12.53,7.46,2.01,27.08,2.50,0.00,0.97,0.00,1.22,6.00,1.25,4.01,1.58,10.50,8.52,120.71,10.56,99.86,14.220,10.01,2.98,12.53,4.59,2.00,17.46,2.50,0.00,0.96,0.00,1.20,14.00,1.26,2.35,1.59,12.36,8.52,115.41,10.56,99.86,20.280,10.01,2.06,12.53,6.74,1.97,11.67,2.50,0.00,0.92,0.00,1.20,0.00,1.25,2.52,1.57,10.50,8.52,115.49,10.56,99.86,22.690
1788356932.723,93.000,45.9,10.01,5.14,12.42,5.45,2.02,11.17,2.50,0.00,0.97,0.00,1.21,12.00,1.25,0.01,1.58,12.36,8.51,120.55,10.56,99.86,13.174,10.00,1.06,12.47,3.36,2.01,15.86,2.50,0.00,0.95,0.00,1.19,8.00,1.25,0.67,1.58,13.60,8.51,115.17,10.56,99.86,19.696,9.99,1.69,12.50,4.76,2.01,8.03,2.50,0.00,0.96,0.00,1.18,12.00,1.25,2.01,1.58,8.22,8.52,115.96,10.56,99.86,22.163
1788356933.966,94.000,47.1,10.01,1.55,12.53,4.31,2.01,9.72,2.50,0.00,0.97,0.00,1.21,12.00,1.25,5.32,1.56,17.28,8.60,121.53,10.56,99.86,12.586,9.86,5.93,12.37,5.29,2.03,3.09,2.50,0.00,0.97,0.00,1.20,4.00,1.25,18.31,1.56,19.87,8.60,121.82,10.56,99.86,19.189,10.00,1.39,12.53,4.69,2.03,3.10,2.50,0.00,0.96,0.00,1.18,14.00,1.25,0.46,1.55,8.64,8.60,121.59,10.56,99.86,21.774
1788356935.243,95.000,48.4,9.99,7.45,12.65,5.69,1.96,15.08,2.50,0.00,0.97,0.00,1.23,22.00,1.25,2.70,1.58,22.94,8.41,125.83,10.56,99.86,11.986,10.00,8.37,12.63,7.16,1.96,11.83,2.50,0.00,0.97,0.00,1.20,10.00,1.26,8.29,1.57,22.86,8.41,126.12,10.56,99.86,18.774,10.00,1.02,12.60,5.39,1.96,11.83,2.50,0.00,0.96,0.00,1.22,2.00,1.24,4.89,1.57,17.99,8.41,125.85,10.56,99.86,20.798
1788356936.533,96.000,49.7,10.05,5.32,12.83,5.89,1.93,16.22,2.50,0.00,0.96,0.00,1.26,4.00,1.25,0.01,1.61,9.80,8.38,126.04,10.56,99.86,11.436,9.99,2.16,12.83,4.25,1.94,13.96,2.50,0.00,0.96,0.00,1.23,2.00,1.25,0.25,1.60,11.31,8.41,126.04,10.56,99.86,17.893,10.00,1.60,12.89,5.43,1.93,16.64,2.50,0.00,0.96,0.00,1.23,8.00,1.26,0.14,1.62,8.64,8.42,124.83,10.56,99.86,20.248
1788356937.831,97.000,51.0,10.02,5.72,12.94,5.96,1.97,27.22,2.50,0.00,0.97,0.00,1.23,16.00,1.25,0.22,1.59,8.22,8.35,126.94,10.56,99.86,10.836,10.02,3.52,12.89,5.43,1.93,22.07,2.50,0.00,0.96,0.00,1.24,4.00,1.25,2.89,1.59,9.80,8.35,127.00,10.56,99.86,17.339,10.02,1.23,12.94,5.51,1.94,21.88,2.50,0.00,0.97,0.00,1.23,6.00,1.25,1.29,1.61,16.97,8.35,126.24,10.56,99.86,19.655
1788356939.084,98.000,52.2,10.00,5.40,12.73,5.29,1.93,20.32,2.50,0.00,0.97,0.00,1.23,22.00,1.25,0.07,1.60,18.86,8.33,127.58,10.56,99.86,9.683,10.00,4.53,12.78,6.00,2.00,1.77,2.50,0.00,0.96,0.00,1.22,14.00,1.25,2.91,1.60,14.97,8.34,127.10,10.56,99.86,16.742,10.01,0.85,12.70,5.02,2.00,13.64,2.50,0.00,0.95,0.00,1.23,6.00,1.25,1.37,1.59,14.97,8.34,127.50,10.56,99.86,18.998
1788356940.363,99.000,53.5,10.01,1.44,12.63,3.92,1.97,9.30,2.50,0.00,0.97,0.00,1.21,12.00,1.25,11.41,1.58,12.36,8.43,125.28,10.56,99.86,9.133,10.00,3.43,12.70,5.02,1.99,3.27,2.50,0.00,0.96,0.00,1.20,2.00,1.25,24.49,1.58,23.55,8.42,125.43,10.56,99.86,16.227,9.99,1.82,12.63,4.80,2.01,8.70,2.50,0.00,0.97,0.00,1.22,18.00,1.25,3.81,1.59,11.47,8.43,125.22,10.56,99.86,18.498
1788356941.670,100.000,54.8,9.98,1.81,12.89,4.80,2.19,118.39,2.78,80.00,0.98,0.00,1.25,14.00,1.26,5.61,1.61,18.18,8.20,129.12,10.56,99.86,8.586,10.01,7.04,12.94,3.87,2.18,116.31,2.78,80.00,0.96,0.00,1.27,8.00,1.27,12.57,1.61,24.73,8.20,129.28,10.56,99.86,15.065,10.01,1.61,12.97,5.72,1.90,6.42,2.50,0.00,0.96,0.00,1.27,18.00,1.25,1.22,1.60,13.20,8.19,128.99,10.56,99.86,17.437
1788356942.960,101.000,56.1,10.00,5.18,12.89,5.43,1.90,8.64,2.78,80.00,0.97,0.00,1.26,8.00,1.25,0.12,1.61,14.24,8.34,125.51,10.56,99.86,7.936,10.01,3.44,12.89,4.08,2.19,117.14,3.13,97.98,0.97,0.00,1.25,22.00,1.25,0.00,1.61,10.50,8.34,125.18,10.56,99.86,14.501,9.99,1.65,12.94,5.27,1.93,13.46,2.50,0.00,0.95,0.00,1.24,36.00,1.25,0.11,1.61,5.66,8.34,118.77,10.56,99.86,16.837
1788356944.231,102.000,57.4,9.99,8.93,12.83,7.43,1.97,23.64,2.50,0.00,0.97,0.00,1.25,16.00,1.25,0.17,1.61,10.50,8.32,126.03,10.56,99.86,6.736,10.00,4.30,12.76,6.30,1.95,16.78,2.78,80.00,0.97,0.00,1.23,14.00,1.25,1.41,1.61,10.50,8.32,126.00,10.56,99.86,13.951,10.00,1.63,12.83,5.89,2.23,124.95,2.78,80.00,0.95,0.00,1.23,28.00,1.25,0.47,1.60,19.69,8.32,119.18,10.56,99.86,16.287
1788356945.550,103.000,58.7,10.01,1.44,13.05,7.33,1.98,17.94,2.50,0.00,0.97,0.00,1.24,8.00,1.25,0.13,1.62,9.98,8.38,126.28,10.56,99.86,6.227,10.00,3.59,12.91,6.18,1.97,14.58,2.50,0.00,0.97,0.00,1.24,10.00,1.25,0.80,1.62,9.98,8.38,126.26,10.56,99.86,13.397,9.98,0.87,12.99,6.12,2.26,121.72,2.78,80.00,0.96,0.00,1.22,34.00,1.24,9.25,1.60,19.60,8.37,125.85,10.56,99.86,15.634
1788356946.866,104.000,60.0,10.00,2.98,13.16,6.18,1.90,17.30,2.50,0.00,0.97,0.00,1.26,4.00,1.24,3.91,1.64,6.80,8.13,130.45,10.56,99.86,5.676,10.00,3.94,13.18,5.60,1.90,18.40,2.50,0.00,0.97,0.00,1.28,4.00,1.24,11.04,1.64,3.77,8.13,130.46,10.56,99.86,12.244,10.00,1.58,13.13,4.90,1.89,3.04,2.50,0.00,0.97,0.00,1.28,4.00,1.26,5.98,1.63,9.80,8.12,130.12,10.56,99.86,14.634
1788356948.155,105.000,61.3,10.02,1.77,13.05,5.73,2.15,120.94,2.78,80.00,0.97,0.00,1.28,12.00,1.25,7.40,1.65,4.99,8.07,131.09,10.56,99.86,5.126,10.00,3.34,13.03,5.44,3.23,103.50,3.89,90.35,0.97,0.00,1.28,4.00,1.25,20.51,1.65,1.89,8.08,131.13,10.56,99.86,11.700,10.01,0.97,13.05,4.39,2.16,125.68,2.78,80.00,0.94,0.00,1.27,6.00,1.25,1.58,1.66,5.66,8.07,130.66,10.56,99.86,14.026
1788356949.462,106.000,62.6,10.01,1.69,12.99,4.70,2.58,135.92,3.13,97.98,0.97,0.00,1.28,6.00,1.25,1.71,1.62,8.64,8.22,128.64,10.56,99.86,3.938,10.01,5.77,12.97,5.25,2.75,127.57,3.89,90.35,0.95,0.00,1.26,8.00,1.25,3.11,1.63,8.64,8.22,128.46,10.56,99.86,11.096,10.00,1.16,12.99,6.02,1.93,12.63,2.78,80.00,0.95,0.00,1.26,0.00,1.25,1.81,1.65,6.80,8.22,127.79,10.56,99.86,13.376
1788356950.770,107.000,63.9,10.01,1.43,13.08,4.48,1.94,11.68,2.78,80.00,0.97,0.00,1.27,0.00,1.25,2.39,1.62,8.22,8.31,127.32,10.56,99.86,3.388,10.01,4.43,13.03,5.32,2.22,112.91,2.78,80.00,0.98,0.00,1.24,4.00,1.25,4.85,1.62,8.64,8.31,126.81,10.56,99.86,10.454,10.01,1.00,13.08,6.69,1.94,16.03,2.50,0.00,0.97,0.00,1.23,18.00,1.25,0.26,1.62,14.24,8.31,126.77,10.56,99.86,12.826
1788356952.110,108.000,65.3,9.99,2.32,13.27,5.51,3.15,103.70,3.75,94.28,0.97,0.00,1.27,2.00,1.25,2.35,1.64,4.99,8.13,130.45,10.56,99.86,2.885,10.01,2.22,13.27,6.15,1.92,17.97,2.78,80.00,0.97,0.00,1.30,4.00,1.25,2.82,1.64,6.80,8.12,129.96,10.56,99.86,9.422,10.00,1.42,13.27,5.73,1.89,7.81,2.50,0.00,0.97,0.00,1.29,0.00,1.25,1.35,1.63,15.43,8.13,129.92,10.56,99.86,11.826
1788356953.441,109.000,66.6,9.99,1.76,13.32,7.04,2.66,140.38,3.75,94.28,0.97,0.00,1.30,16.00,1.24,3.88,1.67,8.64,7.95,133.10,10.56,99.86,1.702,10.00,1.23,13.37,6.05,1.83,22.50,2.50,0.00,0.98,0.00,1.30,0.00,1.24,1.33,1.67,17.28,7.95,132.93,10.56,99.86,8.903,10.01,1.71,13.40,5.54,1.84,24.90,2.50,0.00,0.96,0.00,1.30,8.00,1.25,3.26,1.67,3.77,7.95,132.36,10.56,99.86,11.372
1788356954.757,110.000,67.9,10.01,3.51,13.24,7.95,1.89,12.90,2.50,0.00,0.97,0.00,1.28,4.00,1.25,4.67,1.64,9.80,8.12,130.29,10.56,99.86,1.028,10.01,1.51,13.18,5.38,1.87,21.26,2.50,0.00,0.98,0.00,1.30,4.00,1.25,4.56,1.64,14.24,8.12,130.66,10.56,99.86,8.447,10.00,1.17,13.24,5.58,1.90,15.81,2.50,0.00,0.96,0.00,1.29,16.00,1.25,0.75,1.66,1.89,8.12,129.48,10.56,99.86,10.822
1788356956.069,111.000,69.2,10.04,5.27,13.13,7.23,1.92,10.60,2.50,0.00,0.97,0.00,1.27,10.00,1.25,2.30,1.64,9.80,8.27,127.53,10.56,99.86,0.454,10.00,3.18,13.05,4.80,1.95,7.06,2.50,0.00,0.97,0.00,1.29,14.00,1.25,1.99,1.65,13.60,8.27,127.55,10.56,99.86,8.067,10.00,0.83,13.10,4.83,1.92,12.42,2.50,0.00,0.97,0.00,1.28,4.00,1.25,0.15,1.64,5.66,8.27,126.77,10.56,99.86,9.708
1788356957.423,112.000,70.6,10.06,7.92,13.29,8.30,1.63,137.66,2.22,86.60,0.97,0.00,1.27,8.00,1.25,0.76,1.66,3.27,8.11,130.55,10.56,99.86,0.071,9.82,8.20,13.27,6.34,1.89,20.22,2.50,0.00,0.98,0.00,1.28,8.00,1.25,0.49,1.65,4.99,8.11,130.54,10.56,99.86,7.167,10.00,0.92,13.35,5.72,1.88,27.53,2.50,0.00,0.97,0.00,1.28,8.00,1.25,1.68,1.64,6.53,8.09,130.12,10.56,99.86,9.249
1788356958.768,113.000,71.9,10.01,2.74,13.54,8.24,3.67,11.22,3.13,240.00,0.98,0.00,1.33,2.00,1.25,5.11,1.69,13.20,7.88,133.84,10.56,99.86,0.000,10.00,10.66,13.55,6.09,1.82,15.28,2.50,0.00,0.97,0.00,1.33,24.00,1.25,1.87,1.69,19.14,7.86,134.44,10.56,99.86,6.667,10.00,1.00,13.53,5.70,1.86,29.51,2.50,0.00,0.97,0.00,1.34,24.00,1.25,1.31,1.69,10.50,7.87,133.82,10.56,99.86,8.803
1788356960.110,114.000,73.3,10.00,3.51,13.46,5.57,3.71,18.40,5.00,0.00,0.99,0.00,1.32,0.00,1.24,14.78,1.69,13.20,8.03,131.37,10.56,99.86,0.050,9.99,1.26,13.49,5.57,1.88,23.20,2.50,0.00,0.97,0.00,1.31,34.00,1.23,11.81,1.69,19.14,8.04,131.64,10.56,99.86,6.046,10.00,1.13,13.53,6.10,1.86,17.98,2.50,0.00,0.97,0.00,1.28,18.00,1.25,0.89,1.69,10.50,8.04,131.64,10.56,99.86,7.876
1788356961.445,115.000,74.6,10.33,23.55,13.66,16.03,2.17,116.29,3.33,100.00,0.90,0.00,1.28,28.00,1.27,12.46,1.67,0.00,8.12,130.15,10.56,99.86,23.744,10.01,1.36,13.32,4.87,1.90,4.14,2.50,0.00,0.98,0.00,1.32,4.00,1.27,11.49,1.67,1.89,8.12,129.99,10.56,99.86,5.026,10.00,1.10,13.40,5.43,1.90,5.95,2.50,0.00,0.97,0.00,1.30,6.00,1.25,6.05,1.67,3.27,8.14,129.50,10.56,99.86,7.460
1788356962.807,116.000,76.0,9.99,5.53,13.83,16.00,3.17,93.50,3.89,90.35,0.97,0.00,1.30,6.00,1.25,3.16,1.69,5.66,7.91,133.42,10.56,99.86,23.487,10.00,2.44,13.49,3.18,1.84,16.08,2.50,0.00,0.97,0.00,1.32,6.00,1.25,0.77,1.69,1.89,7.92,133.30,10.56,99.86,4.606,10.01,3.62,13.49,5.57,1.84,10.40,2.50,0.00,0.99,0.00,1.33,24.00,1.26,4.43,1.70,11.47,6.86,133.65,9.44,99.83,7.060
1788356964.214,117.000,77.4,10.00,3.63,13.89,6.25,2.57,140.94,3.89,90.35,0.97,0.00,1.34,16.00,1.25,4.26,1.73,15.08,7.74,136.47,10.56,99.86,23.025,9.99,5.95,13.86,5.28,1.79,23.58,2.50,0.00,0.97,0.00,1.32,8.00,1.25,0.88,1.73,18.86,7.75,136.53,10.56,99.86,4.076,10.00,0.78,13.83,7.05,1.81,19.44,2.50,0.00,0.97,0.00,1.34,24.00,1.25,0.26,1.74,3.27,6.73,136.72,9.44,99.83,6.060
1788356965.560,118.000,78.7,9.99,4.37,13.75,6.97,1.83,18.54,2.50,0.00,0.96,0.00,1.33,22.00,1.24,0.16,1.72,17.28,7.84,134.73,10.56,99.86,22.530,10.00,4.76,13.72,6.09,2.09,117.57,2.78,80.00,0.98,0.00,1.36,12.00,1.24,0.71,1.74,17.28,6.80,134.80,9.44,99.83,3.043,10.00,0.74,13.75,6.07,1.82,22.62,2.50,0.00,0.97,0.00,1.35,18.00,1.25,0.04,1.72,9.98,7.77,136.34,10.00,100.00,5.461
1788356966.893,119.000,80.1,10.00,4.52,13.35,5.61,1.85,18.07,2.50,0.00,0.96,0.00,1.29,12.00,1.25,0.60,1.68,6.80,7.96,132.91,10.56,99.86,21.630,9.97,5.81,13.35,5.93,3.14,102.91,3.75,94.28,0.97,0.00,1.31,18.00,1.25,2.04,1.68,9.80,6.90,133.21,9.44,99.83,2.378,9.95,1.80,13.37,4.41,1.85,24.29,2.50,0.00,0.97,0.00,1.31,4.00,1.25,0.20,1.68,3.27,5.84,239.25,8.33,160.00,4.911
1788356968.273,120.000,81.4,10.00,2.15,13.53,4.27,1.84,12.09,2.50,0.00,0.96,0.00,1.30,16.00,1.25,0.49,1.69,8.22,7.91,133.84,10.56,99.86,21.194,10.06,2.83,13.55,6.00,2.11,120.86,3.33,100.00,0.97,0.00,1.30,14.00,1.25,1.29,1.68,9.80,7.91,133.91,10.56,99.86,1.735,10.00,2.95,13.55,5.14,1.84,13.72,2.50,0.00,0.97,0.00,1.30,2.00,1.25,0.16,1.70,8.22,7.91,133.97,10.56,99.86,4.430
1788356969.678,121.000,82.8,10.00,3.67,13.98,5.14,1.78,23.81,2.50,0.00,0.97,0.00,1.35,16.00,1.25,19.87,1.75,22.86,7.68,137.96,10.56,99.86,20.780,10.02,5.27,14.03,5.11,1.78,16.98,2.50,0.00,0.98,0.00,1.37,10.00,1.25,23.27,1.74,24.07,7.69,137.80,10.56,99.86,0.616,10.00,1.34,13.92,5.71,1.77,27.95,2.50,0.00,0.98,0.00,1.37,6.00,1.25,0.49,1.74,13.60,7.68,136.80,10.56,99.86,3.513
1788356971.063,122.000,84.2,10.00,2.90,13.89,5.96,1.81,27.91,2.50,0.00,0.95,0.00,1.32,12.00,1.25,3.17,1.77,23.17,7.75,136.15,10.56,99.86,19.846,9.95,8.11,13.86,6.39,1.80,22.93,2.50,0.00,0.97,0.00,1.36,18.00,1.25,1.91,1.77,21.25,7.76,136.69,10.56,99.86,0.283,10.00,1.40,13.95,5.75,2.42,116.29,3.13,97.98,0.98,0.00,1.36,10.00,1.25,0.28,1.75,13.06,7.76,135.03,10.56,99.86,3.027
1788356972.410,123.000,85.6,10.01,2.80,13.61,5.78,1.81,29.62,2.50,0.00,0.96,0.00,1.31,20.00,1.25,1.09,1.71,18.57,7.80,135.96,10.56,99.86,19.406,10.10,6.55,13.61,6.36,1.21,293.29,1.88,188.56,0.97,0.00,1.34,10.00,1.25,2.91,1.71,15.43,7.80,136.05,10.56,99.86,0.141,9.98,2.65,13.58,5.36,3.03,91.32,3.75,94.28,0.98,0.00,1.33,18.00,1.25,2.62,1.70,15.43,7.80,134.85,10.56,99.86,1.806
1788356973.843,124.000,87.0,9.91,5.93,13.86,7.10,1.77,17.52,2.50,0.00,0.96,0.00,1.32,26.00,1.25,0.88,1.72,24.07,7.64,138.79,10.56,99.86,19.034,9.97,3.92,13.92,6.30,3.49,18.54,2.78,320.00,0.97,0.00,1.36,28.00,1.25,1.03,1.73,24.73,7.64,138.86,10.56,99.86,0.050,10.01,3.33,13.95,6.34,1.76,17.67,2.78,80.00,0.97,0.00,1.34,28.00,1.25,0.60,1.73,22.94,7.64,139.05,10.56,99.86,1.240
1788356975.266,125.000,88.4,10.00,8.27,14.26,8.38,1.74,23.13,2.50,0.00,0.96,0.00,1.36,2.00,1.25,7.85,1.81,14.97,7.54,140.03,10.56,99.86,18.149,9.99,5.01,14.26,6.19,3.52,19.74,5.00,0.00,0.97,0.00,1.41,2.00,1.25,10.05,1.81,14.24,7.54,140.40,10.56,99.86,0.071,9.97,2.39,14.23,6.80,1.74,25.82,2.50,0.00,0.97,0.00,1.41,6.00,1.25,1.89,1.80,14.97,7.54,137.77,10.56,99.86,0.717
1788356976.679,126.000,89.8,9.95,5.04,14.17,7.72,1.79,19.73,2.50,0.00,0.96,0.00,1.36,0.00,1.25,1.45,1.79,23.55,7.65,136.81,10.56,99.86,17.653,10.19,25.65,14.37,16.61,2.56,142.40,3.89,90.35,1.27,243.65,1.65,185.83,1.25,0.70,1.78,22.23,7.65,137.88,10.56,99.86,23.994,9.96,2.52,14.08,6.38,1.54,139.42,2.22,86.60,0.97,0.00,1.35,16.00,1.25,1.15,1.79,18.18,7.68,133.71,10.56,99.86,0.262
1788356978.041,127.000,91.2,10.05,6.56,13.83,7.30,1.83,4.92,2.50,0.00,0.97,0.00,1.34,8.00,1.25,0.16,1.74,18.18,7.80,134.35,10.56,99.86,17.089,10.21,25.72,14.11,16.80,3.04,114.52,3.75,94.28,1.26,250.70,1.61,196.10,1.24,2.85,1.74,17.28,7.80,135.76,10.56,99.86,23.998,10.03,2.23,13.98,5.03,0.61,0.00,1.11,300.00,0.98,0.00,1.36,12.00,1.25,0.13,1.74,18.18,7.81,134.31,10.56,99.86,0.141
1788356979.482,128.000,92.6,9.98,4.81,13.86,6.11,1.78,21.79,2.50,0.00,0.98,0.00,1.36,22.00,1.25,3.75,1.74,18.18,7.65,138.19,10.56,99.86,16.077,10.01,8.24,14.03,7.31,2.55,146.56,3.89,90.35,0.96,0.00,1.33,6.00,1.25,5.78,1.74,19.14,7.65,138.31,10.56,99.86,23.291,9.99,3.31,14.06,4.94,2.84,120.98,4.00,86.60,0.98,0.00,1.38,24.00,1.25,1.17,1.75,20.40,7.65,138.26,10.56,99.86,0.050
1788356980.899,129.000,94.1,10.01,5.27,14.34,7.13,1.74,25.99,2.50,0.00,0.96,0.00,1.40,4.00,1.25,1.45,1.79,4.99,7.01,142.13,10.56,99.86,15.518,10.05,4.21,14.31,8.18,1.74,23.16,2.78,80.00,0.96,0.00,1.38,18.00,1.25,0.74,1.79,7.54,7.00,142.11,10.56,99.86,22.798,10.00,1.74,14.26,5.80,3.53,26.79,5.00,0.00,0.97,0.00,1.37,0.00,1.25,0.36,1.79,4.99,7.00,142.41,10.56,99.86,0.050
1788356982.345,130.000,95.5,10.02,2.02,14.31,6.80,1.75,18.98,2.50,0.00,0.96,0.00,1.39,10.00,1.25,1.66,1.81,16.44,7.51,142.45,10.56,99.86,15.021,10.00,10.80,14.34,8.71,1.74,18.14,2.50,0.00,0.95,0.00,1.40,8.00,1.25,1.19,1.80,19.14,7.50,142.18,10.56,99.86,22.304,10.22,25.91,14.53,16.05,3.06,118.11,4.44,66.14,0.87,0.00,1.34,18.00,1.25,0.74,1.80,17.99,7.51,142.30,10.56,99.86,27.640
1788356983.739,131.000,96.9,10.00,10.45,14.14,8.07,1.78,12.50,2.50,0.00,0.97,0.00,1.36,20.00,1.25,0.82,1.76,25.37,7.66,138.01,10.56,99.86,13.951,10.02,5.46,14.14,7.79,1.79,13.77,2.50,0.00,0.95,0.00,1.34,18.00,1.25,1.14,1.78,24.73,7.65,137.99,10.56,99.86,21.603,10.02,1.02,14.34,16.26,2.55,232.00,3.33,152.75,0.95,0.00,1.32,6.00,1.25,1.58,1.77,22.86,7.66,138.19,10.56,99.86,27.618
