wall_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/path_length_m
1787750017.052,297.2,10.0,0.32,2.4,6.21,1.0,0.00,1.3,0.04,7.0,15.35,13.911
1787750018.514,298.6,10.0,0.32,2.6,81.92,1.0,0.00,1.2,0.31,6.8,11.90,13.408
1787750019.971,300.1,10.0,0.50,2.6,65.89,1.0,0.00,1.3,0.00,6.7,13.33,12.227
1787750021.402,301.5,10.0,0.52,2.3,11.37,1.0,0.00,1.2,0.00,6.9,17.08,11.777
1787750022.847,303.0,10.0,0.39,2.3,19.15,0.5,0.00,1.2,0.00,7.0,10.89,11.327
1787750024.307,304.4,10.0,0.42,2.3,23.44,1.0,0.00,1.2,0.22,6.8,13.62,10.324
1787750025.772,305.9,10.0,0.42,2.3,18.11,1.0,0.00,1.3,0.27,6.9,11.00,9.824
1787750027.237,307.3,10.0,0.46,2.3,23.03,1.0,0.00,1.3,0.12,6.9,11.74,8.886
1787750028.713,308.8,10.0,0.65,2.3,22.71,1.0,0.00,1.2,0.00,6.8,12.30,8.474
1787750030.176,310.3,10.0,0.63,2.3,11.15,1.0,0.00,1.2,0.00,6.9,10.91,7.486
1787750031.661,311.8,10.0,0.51,2.5,54.78,1.0,0.00,1.2,0.00,6.7,15.38,6.986
1787750033.087,313.2,10.0,0.58,3.0,65.42,1.0,0.00,1.2,0.20,6.9,13.88,6.527
1787750034.600,314.7,10.0,0.46,2.8,92.32,1.0,0.00,1.3,0.10,6.7,15.53,5.453
1787750036.072,316.2,10.0,0.36,2.3,5.54,1.0,0.00,1.2,0.26,6.7,7.70,4.918
1787750037.548,317.7,10.0,0.45,2.2,18.70,1.0,0.00,1.3,0.00,6.7,11.15,4.035
1787750038.980,319.1,10.0,0.52,2.3,2.72,1.0,0.00,1.2,0.00,7.0,2.61,3.512
1787750040.492,320.6,10.0,0.31,2.9,72.95,1.0,0.00,1.2,0.00,6.7,15.52,2.465
1787750042.015,322.1,10.0,0.41,2.4,70.60,1.0,0.00,1.2,0.00,6.8,9.27,1.919
1787750043.458,323.6,10.0,0.38,2.2,17.30,1.0,0.00,1.2,1.10,6.8,9.28,0.886
1787750044.936,325.0,10.0,1.24,2.3,9.65,1.0,0.00,1.2,0.17,6.8,7.02,0.354
1787750046.456,326.6,10.0,1.21,1.1,303.21,1.0,0.00,1.0,0.00,6.5,16.95,0.141
1787750047.988,328.1,10.0,0.59,5.2,68.56,1.0,0.00,1.0,0.00,6.6,13.86,0.071
1787750049.426,329.5,10.0,0.46,4.4,71.07,1.0,0.00,1.2,0.33,7.0,1.19,0.050
1787750050.952,331.1,10.7,22.32,2.2,181.98,1.6,412.85,1.3,0.62,6.6,11.80,23.753
1787750052.447,332.6,10.0,0.50,4.2,85.51,1.0,0.00,1.2,1.27,6.6,16.46,23.558
1787750053.927,334.0,10.0,3.65,2.2,20.37,0.5,0.00,1.3,0.00,6.8,11.05,23.139
1787750055.368,335.5,10.0,0.60,2.3,1.35,1.0,0.00,1.3,0.00,6.9,1.48,22.148
1787750056.895,337.0,10.0,0.59,2.2,19.62,1.0,0.00,1.2,0.00,6.6,7.69,21.833
1787750058.450,338.6,10.0,0.64,2.1,9.28,1.0,0.00,1.0,0.00,6.5,14.00,21.030
1787750059.908,340.0,10.0,0.61,2.5,65.26,1.0,0.00,1.3,0.74,6.9,5.01,20.483
1787750061.415,341.5,10.0,0.93,2.3,5.28,1.0,0.00,1.2,1.29,6.7,11.52,19.384
1787750062.938,343.0,10.0,1.32,2.1,33.79,1.0,0.00,1.3,0.00,6.4,14.53,18.982
1787750064.433,344.5,10.0,0.47,2.2,10.31,1.0,0.00,1.2,0.00,6.6,10.15,18.164
1787750065.891,346.0,10.0,0.78,2.1,70.15,1.0,0.00,1.2,0.00,6.9,2.03,17.885
1787750067.454,347.6,10.0,0.69,2.1,35.37,1.0,0.00,1.0,0.00,6.5,13.81,16.989
1787750069.005,349.1,10.0,0.58,2.2,21.64,1.0,0.00,1.1,99.41,6.5,13.12,16.542
1787750070.476,350.6,10.0,0.55,2.3,3.97,1.0,0.00,1.3,0.00,6.6,12.19,16.181
1787750071.946,352.1,10.0,0.55,2.3,4.06,1.0,0.00,1.3,0.00,6.8,3.82,15.258
1787750073.576,353.7,10.0,0.64,2.0,6.43,1.0,0.00,1.0,0.00,6.2,14.13,14.847
1787750075.104,355.2,10.0,0.79,2.2,19.23,1.0,0.00,1.3,0.66,6.4,15.10,13.997
1787750076.566,356.7,10.0,0.52,2.3,1.63,1.0,0.00,1.3,0.00,6.8,2.76,13.497
1787750078.100,358.2,10.0,0.85,2.2,13.32,1.0,0.00,1.3,0.28,6.6,15.80,12.544
1787750079.697,359.8,10.0,1.04,2.1,4.04,1.0,0.00,1.2,0.00,6.4,16.57,12.164
1787750081.174,361.3,10.0,0.89,2.3,6.31,1.0,0.00,1.3,0.00,6.6,11.12,11.139
1787750082.662,362.8,10.0,0.58,2.2,5.66,1.0,0.00,1.2,0.00,6.7,2.48,10.653
1787750084.262,364.4,10.0,0.41,2.1,29.00,1.0,0.00,1.0,0.00,6.3,9.97,9.620
1787750085.804,365.9,10.0,0.63,2.1,18.82,1.0,0.00,1.1,103.52,6.4,21.37,9.188
1787750087.282,367.4,10.0,0.55,2.3,0.97,1.0,0.00,1.3,0.00,6.8,1.26,8.138
1787750088.811,368.9,10.0,0.38,2.2,18.30,1.0,0.00,1.2,0.00,6.6,8.68,7.673
1787750090.457,370.6,10.0,0.53,2.0,44.38,1.0,0.00,1.0,0.00,6.1,24.41,6.846
1787750091.962,372.1,10.0,0.72,2.2,14.71,1.0,0.00,1.2,0.16,6.6,15.79,6.396
1787750093.471,373.6,10.0,0.41,2.2,2.19,1.0,0.00,1.2,0.90,6.6,4.59,5.426
1787750095.068,375.2,10.0,0.42,2.1,7.48,1.0,0.00,1.3,0.30,6.4,9.86,5.076
1787750096.638,376.8,10.0,0.64,2.2,27.48,1.0,0.00,1.0,0.00,6.2,24.70,4.213
1787750098.134,378.2,10.0,0.28,2.2,0.83,1.0,0.00,1.3,0.00,6.7,2.49,3.695
1787750099.673,379.8,10.0,0.68,3.0,57.74,1.0,0.00,1.3,0.00,6.5,5.61,2.672
1787750101.308,381.4,10.0,0.86,3.1,21.21,1.0,0.00,1.0,0.00,6.2,18.47,2.108
1787750102.821,382.9,10.0,0.52,2.4,51.68,1.0,0.00,1.1,101.48,6.5,8.61,1.061
1787750104.349,384.5,10.0,0.52,2.0,77.01,1.0,0.00,1.3,0.00,6.6,4.13,0.595
1787750105.921,386.0,10.0,0.91,1.2,87.18,1.0,0.00,1.3,0.00,6.4,7.77,0.191
1787750107.555,387.7,10.0,0.80,1.3,449.87,1.0,0.00,1.3,0.00,6.1,22.95,0.050
1787750109.068,389.2,10.0,0.43,5.3,64.92,1.0,0.00,1.3,0.16,6.6,1.24,0.050
1787750110.638,390.8,10.0,0.88,3.5,61.80,1.0,0.00,1.1,99.30,6.4,12.00,0.050
1787750112.299,392.4,10.7,22.24,1.8,82.04,1.2,0.00,1.0,0.00,6.1,15.96,23.994
1787750113.822,393.9,10.0,1.10,3.6,57.34,1.0,0.00,1.3,0.00,6.4,10.72,23.736
1787750115.394,395.5,10.0,1.46,2.0,148.08,1.0,0.00,1.2,0.00,6.4,9.52,23.336
1787750116.947,397.1,10.0,1.08,1.9,81.62,1.0,0.00,1.1,98.74,6.3,10.11,22.445
1787750118.574,398.7,10.0,1.15,1.7,48.62,1.0,0.00,1.0,0.00,6.2,15.91,22.092
1787750120.098,400.2,10.0,0.86,2.0,70.88,1.0,0.00,1.2,0.00,6.6,2.99,21.445
1787750121.699,401.8,10.0,1.45,1.8,98.72,1.0,0.00,1.0,0.00,6.3,14.54,21.148
1787750123.336,403.4,10.0,0.90,2.0,3.20,1.0,0.00,1.0,0.00,6.1,15.98,20.355
1787750124.844,405.0,10.0,1.01,2.2,10.26,1.0,0.00,1.2,0.15,6.5,12.51,19.848
1787750126.454,406.6,10.0,3.08,2.1,17.55,1.0,0.00,1.3,0.00,6.3,13.81,19.005
1787750128.066,408.2,10.0,0.81,2.0,22.62,0.5,0.00,1.0,0.00,6.1,16.04,18.598
1787750129.626,409.7,10.0,1.41,2.2,18.98,1.0,0.00,1.3,0.00,6.3,15.37,17.793
1787750131.167,411.3,10.0,0.87,2.2,2.76,0.5,0.00,1.2,0.28,6.5,3.54,17.387
1787750132.767,412.9,10.0,0.73,2.1,16.48,1.0,0.00,1.3,4.46,6.3,9.77,16.437
1787750134.336,414.4,10.0,1.90,2.1,11.49,1.0,0.00,1.2,8.99,6.3,11.47,15.684
1787750135.896,416.0,10.0,1.54,2.1,13.78,1.0,0.00,1.0,0.00,6.4,5.25,15.226
1787750137.485,417.6,10.0,1.17,2.1,14.64,1.0,0.00,1.0,0.00,6.3,13.81,14.434
1787750139.114,419.2,10.0,2.98,2.0,19.48,1.0,0.00,1.0,0.00,6.2,16.46,14.034
1787750140.712,420.8,10.0,0.85,2.1,19.14,1.0,0.00,1.1,101.67,6.4,12.19,13.126
1787750142.319,422.4,10.0,0.92,2.1,18.11,1.0,0.00,1.3,0.00,6.3,12.73,12.726
1787750143.926,424.0,10.0,1.55,2.1,18.23,1.0,0.00,1.3,0.00,6.3,12.24,11.867
1787750145.514,425.6,10.0,1.77,2.1,25.70,1.0,0.00,1.3,0.00,6.3,9.84,11.409
1787750147.132,427.2,10.0,1.30,2.1,17.67,1.0,0.00,1.2,0.00,6.2,14.64,10.558
1787750148.775,428.9,10.0,1.33,2.1,18.98,1.0,0.00,1.1,98.63,6.0,15.65,9.708
1787750150.371,430.5,10.0,1.06,2.0,15.68,1.0,0.00,1.0,0.00,6.2,18.34,9.299
1787750151.967,432.1,10.0,0.77,2.1,15.37,1.0,0.00,1.0,0.00,6.3,9.23,8.476
1787750153.639,433.8,10.0,0.92,2.0,23.84,1.0,0.00,1.0,0.00,6.0,13.21,8.105
1787750155.278,435.4,10.0,0.68,2.0,7.74,1.0,0.00,1.0,0.00,6.1,16.83,7.322
1787750156.839,437.0,10.0,0.77,2.1,8.86,1.0,0.00,1.2,0.00,6.4,3.92,6.822
1787750158.502,438.6,10.0,1.30,2.0,13.58,1.0,0.00,1.0,0.00,6.0,12.64,5.953
1787750160.139,440.3,10.0,0.99,2.1,17.90,1.0,0.00,1.1,100.44,6.1,12.76,5.076
1787750161.686,441.8,10.0,0.73,2.1,15.13,1.0,0.00,1.0,0.00,6.4,9.85,4.642
1787750163.374,443.5,10.0,0.91,2.0,21.50,1.0,0.00,1.0,0.00,6.1,10.14,3.780
1787750165.008,445.1,10.0,1.04,2.2,63.35,1.0,0.00,1.3,0.00,6.0,18.58,3.327
1787750166.643,446.8,10.0,0.68,3.1,23.95,1.0,0.00,1.2,0.00,6.0,17.48,2.333
1787750168.257,448.4,10.0,1.09,2.1,7.90,1.0,0.00,1.1,99.02,6.3,6.51,1.311
1787750169.908,450.0,10.0,1.54,2.0,24.88,1.0,0.00,1.0,0.00,6.0,15.22,0.849
1787750171.587,451.7,10.0,0.52,1.3,90.84,1.0,0.00,1.0,0.00,6.0,20.26,0.283
1787750173.154,453.3,10.0,1.60,1.3,0.00,1.0,0.00,1.3,0.00,6.4,2.02,0.191
1787750174.826,454.9,10.0,0.92,3.4,76.96,1.0,0.00,1.0,0.00,6.0,8.89,0.071
1787750176.476,456.6,10.0,0.69,4.8,72.68,1.0,0.00,1.0,0.00,6.1,10.37,0.050
1787750178.049,458.2,10.0,0.59,2.9,62.83,1.0,0.00,1.3,0.00,6.4,1.50,0.071
1787750179.751,459.9,10.7,22.37,2.4,128.67,0.9,0.00,1.0,0.00,5.9,19.87,27.548
1787750181.394,461.5,10.0,1.59,3.1,14.15,0.5,0.00,1.1,99.70,6.1,9.59,27.435
1787750183.020,463.1,10.0,0.49,2.1,2.98,0.9,0.00,1.0,0.00,6.1,12.58,26.660
1787750184.630,464.7,10.0,0.37,2.1,7.57,0.9,0.00,1.0,0.00,6.2,3.74,25.833
1787750186.341,466.5,10.0,0.40,1.8,61.73,1.0,0.00,1.0,0.00,5.9,16.17,25.462
1787750187.978,468.1,10.0,0.39,2.0,27.00,1.0,0.00,1.0,0.00,6.0,18.44,24.891
1787750189.572,469.7,10.0,0.49,1.9,67.02,1.0,0.00,1.2,0.00,6.3,5.06,24.515
1787750191.243,471.4,10.0,0.28,2.0,15.11,1.0,0.00,1.0,0.00,6.0,15.86,23.705
1787750192.914,473.0,10.0,0.23,2.0,17.45,0.5,0.00,1.0,0.00,6.0,17.36,23.319
1787750194.502,474.6,10.0,0.37,2.1,0.48,1.0,0.00,1.2,0.00,6.3,4.26,22.454
1787750196.156,476.3,10.0,2.33,2.0,10.59,1.0,0.00,1.0,0.00,6.1,9.47,21.798
1787750197.872,478.0,10.0,0.92,1.4,2.37,1.0,0.00,1.0,0.00,5.8,14.95,21.500
1787750199.463,479.6,10.0,0.74,1.9,72.63,1.0,0.00,1.0,0.00,6.3,2.15,20.865
1787750201.138,481.3,10.0,0.52,2.0,9.47,1.0,0.00,1.0,0.00,6.0,11.75,20.489
1787750202.865,483.0,10.0,0.35,1.9,4.87,0.9,0.00,1.0,0.00,5.8,17.47,19.619
1787750204.503,484.6,10.0,0.45,2.1,5.41,1.0,0.00,1.0,0.00,6.1,10.76,18.728
1787750206.137,486.2,10.0,0.44,2.0,2.42,1.0,0.00,1.0,0.00,6.1,2.57,18.310
1787750207.848,488.0,10.0,1.19,1.9,45.81,1.0,0.00,1.0,0.00,5.8,22.91,17.389
1787750209.529,489.6,10.0,1.53,1.5,39.29,1.0,0.00,1.0,0.00,5.9,17.37,17.021
1787750211.156,491.3,10.0,0.35,1.7,71.69,1.0,0.00,1.0,0.00,6.2,3.54,16.519
1787750212.822,492.9,10.0,0.78,1.5,2.26,1.0,0.00,1.0,0.00,6.0,6.43,15.874
1787750214.542,494.7,10.0,1.22,1.7,66.48,1.0,0.00,1.0,0.00,5.8,12.76,15.637
1787750216.182,496.3,10.0,1.11,2.0,0.27,1.0,0.00,1.0,0.00,6.1,3.91,14.917
1787750217.829,497.9,10.0,0.38,2.0,17.41,1.0,0.00,1.0,0.00,6.0,6.57,14.497
1787750219.598,499.7,10.0,0.39,1.9,25.17,1.0,0.00,1.0,0.00,5.7,23.02,13.540
1787750221.215,501.3,10.0,0.22,2.1,2.91,1.0,0.00,1.0,0.00,6.2,3.47,12.542
