wall_time,sim_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/cmd_vel_nav_sim_hz,panther/cmd_vel_nav_sim_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/amcl_pose_sim_hz,panther/amcl_pose_sim_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/plan_sim_hz,panther/plan_sim_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/local_costmap_sim_hz,panther/local_costmap_sim_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/velodyne_filtered_sim_hz,panther/velodyne_filtered_sim_jitter_ms,panther/path_length_m
1788342308.030,273.000,171.9,10.01,0.87,12.63,8.62,1.95,9.58,2.50,0.00,0.97,0.00,1.21,14.00,1.25,0.05,1.59,9.98,3.93,3.80,5.00,0.00,18.682
1788342309.329,274.000,173.2,9.99,0.91,12.78,9.47,1.90,14.48,2.50,0.00,0.97,0.00,1.25,14.00,1.25,0.27,1.62,8.22,3.86,6.89,5.00,0.00,18.082
1788342310.598,275.000,174.4,10.00,0.88,12.94,9.45,2.77,134.42,3.33,100.00,0.96,0.00,1.24,20.00,1.25,0.20,1.60,11.78,3.94,1.81,5.00,0.00,17.534
1788342311.863,276.000,175.7,10.00,0.96,12.73,8.23,2.27,110.84,3.33,100.00,0.97,0.00,1.23,2.00,1.25,0.19,1.59,3.77,3.96,0.85,5.00,0.00,16.244
1788342313.140,277.000,177.0,10.00,0.83,12.65,9.14,2.25,108.48,2.78,80.00,0.97,0.00,1.23,2.00,1.25,0.20,1.58,3.77,3.92,3.79,5.00,0.00,15.690
1788342314.448,278.000,178.3,10.00,1.11,12.86,11.60,2.23,110.49,2.78,80.00,0.97,0.00,1.24,2.00,1.25,0.26,1.63,15.08,3.84,7.05,5.00,0.00,15.115
1788342315.737,279.000,179.6,9.99,1.01,12.94,11.18,1.90,9.34,2.50,0.00,0.95,0.00,1.26,8.00,1.25,0.31,1.64,9.43,3.83,6.31,5.00,0.00,14.558
1788342317.009,280.000,180.9,10.00,0.72,12.89,8.91,1.96,8.58,2.50,0.00,0.97,0.00,1.22,10.00,1.25,0.18,1.59,4.99,3.92,2.62,5.00,0.00,13.524
1788342318.281,281.000,182.1,9.99,0.89,12.78,8.77,1.98,5.66,2.50,0.00,0.97,0.00,1.22,10.00,1.25,0.13,1.60,10.50,3.93,0.60,5.00,0.00,12.974
1788342319.578,282.000,183.4,10.00,0.98,12.89,9.60,1.96,8.14,2.50,0.00,0.96,0.00,1.24,4.00,1.25,0.04,1.61,9.98,3.88,3.06,5.00,0.00,12.436
1788342320.887,283.000,184.7,10.00,0.73,13.05,10.45,1.90,9.67,2.50,0.00,0.95,0.00,1.26,10.00,1.25,2.57,1.62,11.78,3.82,8.01,5.00,0.00,11.886
1788342322.176,284.000,186.0,10.00,0.96,12.94,9.91,1.94,2.40,2.50,0.00,0.98,0.00,1.23,4.00,1.25,1.16,1.64,12.36,3.88,2.19,5.00,0.00,10.774
1788342323.458,285.000,187.3,10.01,1.68,12.78,9.54,1.96,9.48,2.50,0.00,0.98,0.00,1.24,8.00,1.25,0.16,1.62,10.50,3.90,1.48,5.00,0.00,10.274
1788342324.757,286.000,188.6,10.01,1.05,12.83,9.54,1.94,9.14,2.50,0.00,0.96,0.00,1.25,2.00,1.25,0.01,1.60,1.89,3.87,3.16,5.00,0.00,9.586
1788342326.070,287.000,189.9,10.01,1.11,13.08,10.31,1.90,11.08,2.50,0.00,0.95,0.00,1.25,2.00,1.25,0.61,1.62,9.80,3.81,5.67,5.00,0.00,9.036
1788342327.357,288.000,191.2,10.00,1.11,12.97,10.03,1.92,6.31,2.50,0.00,0.96,0.00,1.25,12.00,1.25,0.58,1.64,9.43,3.85,6.15,5.00,0.00,7.936
1788342328.645,289.000,192.5,10.00,1.12,12.78,8.91,1.94,10.83,2.50,0.00,0.97,0.00,1.24,6.00,1.25,0.07,1.62,10.50,3.89,1.08,5.00,0.00,7.436
1788342329.956,290.000,193.8,10.00,1.44,12.97,9.96,2.76,120.77,3.33,100.00,0.96,0.00,1.25,2.00,1.25,0.01,1.61,4.99,3.83,4.27,5.00,0.00,6.836
1788342331.273,291.000,195.1,10.00,1.47,13.18,9.64,2.71,130.46,3.75,94.28,0.96,0.00,1.25,6.00,1.25,0.16,1.65,6.80,3.81,4.44,5.00,0.00,6.227
1788342332.571,292.000,196.4,9.99,0.92,13.10,8.94,1.90,7.34,2.78,80.00,0.96,0.00,1.27,10.00,1.25,0.07,1.66,3.27,3.80,4.93,5.00,0.00,5.129
1788342333.866,293.000,197.7,10.01,1.02,12.91,8.68,1.93,8.61,2.50,0.00,0.96,0.00,1.25,2.00,1.25,0.12,1.62,8.22,3.86,2.23,5.00,0.00,4.679
1788342335.178,294.000,199.0,10.00,1.01,13.05,9.90,1.90,9.34,2.50,0.00,0.97,0.00,1.25,6.00,1.25,0.32,1.62,9.98,3.82,3.20,5.00,0.00,4.179
1788342336.480,295.000,200.3,10.00,0.97,13.10,10.28,1.92,5.94,2.50,0.00,0.98,0.00,1.27,6.00,1.25,0.31,1.62,8.64,3.83,3.60,5.00,0.00,3.676
1788342337.802,296.000,201.7,10.01,0.99,13.13,10.67,2.72,141.34,3.33,100.00,0.97,0.00,1.27,2.00,1.25,0.69,1.64,11.31,3.80,15.50,5.00,0.00,2.569
1788342339.101,297.000,203.0,9.98,1.07,13.10,10.40,3.33,100.62,3.89,90.35,0.97,0.00,1.26,6.00,1.25,1.64,1.66,5.66,3.85,1.67,5.00,0.00,1.980
1788342340.420,298.000,204.3,10.00,1.30,13.10,9.67,1.90,9.94,2.78,80.00,0.97,0.00,1.26,4.00,1.25,0.01,1.63,4.99,3.81,2.89,5.00,0.00,1.273
1788342341.724,299.000,205.6,9.98,1.58,13.03,11.58,1.90,11.71,2.50,0.00,0.98,0.00,1.30,10.00,1.25,2.35,1.63,3.77,3.82,2.87,5.00,0.00,0.241
1788342343.053,300.000,206.9,9.99,1.35,13.24,11.81,1.26,273.15,1.87,188.56,0.97,0.00,1.29,6.00,1.25,1.18,1.63,1.89,3.78,22.48,5.00,0.00,0.050
1788342344.373,301.000,208.2,10.00,1.57,13.35,12.23,3.81,5.41,3.33,223.61,0.97,0.00,1.28,16.00,1.25,0.49,1.65,6.80,3.76,22.34,5.00,0.00,0.050
1788342345.695,302.000,209.5,10.01,1.82,13.29,10.70,3.76,4.37,5.00,0.00,0.98,0.00,1.28,16.00,1.25,0.96,1.65,1.89,3.77,2.21,5.00,0.00,0.050
1788342347.001,303.000,210.9,10.71,22.36,13.75,18.95,2.72,126.06,3.89,90.35,1.30,250.04,1.58,184.82,1.25,1.92,1.66,3.27,3.81,2.40,5.00,0.00,23.727
1788342348.318,304.000,212.2,10.01,1.01,13.78,19.34,3.82,1.80,4.37,69.99,1.26,272.38,1.55,193.03,1.25,0.30,1.65,4.99,3.82,1.72,5.00,0.00,23.753
1788342349.648,305.000,213.5,10.00,0.95,13.32,11.06,2.68,120.69,3.89,90.35,0.94,0.00,1.25,2.00,1.25,0.03,1.66,11.31,3.76,15.91,5.00,0.00,22.851
1788342350.976,306.000,214.8,10.00,1.03,13.37,11.14,1.88,9.60,2.78,80.00,0.94,0.00,1.25,2.00,1.25,1.17,1.67,9.80,3.78,3.81,5.00,0.00,22.239
1788342352.300,307.000,216.2,9.99,1.52,13.13,11.66,1.90,3.26,2.50,0.00,0.95,0.00,1.25,0.00,1.25,0.80,1.66,3.27,3.77,4.68,5.00,0.00,21.786
1788342353.623,308.000,217.5,10.02,1.16,13.32,9.88,1.90,0.65,2.50,0.00,0.95,0.00,1.25,2.00,1.25,0.22,1.65,1.89,3.80,1.94,5.00,0.00,21.330
1788342354.958,309.000,218.8,10.00,1.10,13.43,7.77,1.86,2.12,2.50,0.00,0.95,0.00,1.25,2.00,1.25,0.66,1.66,6.80,3.75,5.15,5.00,0.00,20.230
1788342356.293,310.000,220.1,9.99,1.18,13.24,6.78,1.87,11.27,2.50,0.00,0.95,0.00,1.25,4.00,1.25,0.78,1.67,4.99,3.76,8.35,5.00,0.00,19.634
1788342357.616,311.000,221.5,10.00,1.09,13.27,8.64,1.89,8.63,2.50,0.00,0.97,0.00,1.25,2.00,1.25,0.02,1.66,5.66,3.76,8.25,5.00,0.00,19.182
1788342358.937,312.000,222.8,10.00,0.96,13.29,10.53,1.89,5.78,2.50,0.00,0.94,0.00,1.26,8.00,1.25,0.04,1.64,0.00,3.79,1.75,5.00,0.00,18.727
1788342360.285,313.000,224.1,10.00,0.90,13.27,11.57,1.86,9.18,2.50,0.00,0.97,0.00,1.27,18.00,1.25,0.25,1.67,8.22,3.74,5.50,5.00,0.00,17.788
1788342361.634,314.000,225.5,10.01,0.85,13.43,11.15,1.86,3.03,2.50,0.00,0.97,0.00,1.31,6.00,1.25,0.51,1.69,1.89,3.73,3.90,5.00,0.00,17.339
1788342362.969,315.000,226.8,10.00,0.80,13.60,11.04,1.87,0.80,2.50,0.00,0.97,0.00,1.30,16.00,1.25,0.63,1.69,1.89,3.74,3.27,5.00,0.00,16.892
1788342364.301,316.000,228.2,10.00,0.92,13.21,11.68,1.88,2.96,2.50,0.00,0.95,0.00,1.28,0.00,1.25,0.24,1.67,3.27,3.76,0.80,5.00,0.00,15.873
1788342365.658,317.000,229.5,9.99,1.03,13.54,11.16,1.85,8.76,2.50,0.00,0.96,0.00,1.29,10.00,1.25,0.07,1.69,8.64,3.70,3.99,5.00,0.00,15.321
1788342367.011,318.000,230.9,10.00,0.94,13.58,12.47,1.83,6.74,2.50,0.00,0.97,0.00,1.31,2.00,1.25,0.06,1.69,7.54,3.68,4.37,5.00,0.00,14.856
1788342368.348,319.000,232.2,10.00,0.95,13.49,11.91,1.86,3.97,2.50,0.00,0.96,0.00,1.29,10.00,1.25,0.86,1.67,1.89,3.74,1.43,5.00,0.00,13.901
1788342369.686,320.000,233.5,10.00,0.81,13.27,10.80,1.86,6.32,2.50,0.00,0.96,0.00,1.29,8.00,1.25,0.12,1.67,0.00,3.74,0.96,5.00,0.00,13.352
1788342371.050,321.000,234.9,10.00,0.87,13.53,11.23,1.84,15.81,2.50,0.00,0.96,0.00,1.29,8.00,1.25,0.12,1.67,0.00,3.68,5.99,5.00,0.00,12.794
1788342372.421,322.000,236.3,10.01,1.32,13.72,11.59,1.82,12.01,2.50,0.00,0.98,0.00,1.30,16.00,1.25,1.70,1.71,10.50,3.65,4.72,5.00,0.00,12.350
1788342373.761,323.000,237.6,10.00,1.15,13.55,10.90,1.84,10.48,2.50,0.00,0.95,0.00,1.29,26.00,1.25,0.51,1.71,8.22,3.70,3.95,5.00,0.00,11.190
1788342375.103,324.000,239.0,10.01,1.10,13.32,9.94,1.85,3.74,2.50,0.00,0.95,0.00,1.27,10.00,1.25,0.17,1.69,5.66,3.72,1.52,5.00,0.00,10.680
1788342376.477,325.000,240.3,10.00,0.89,13.58,11.94,1.85,15.45,2.50,0.00,0.97,0.00,1.29,2.00,1.25,0.21,1.68,1.89,3.70,3.71,5.00,0.00,10.228
1788342377.849,326.000,241.7,10.00,0.95,13.80,12.43,1.79,7.06,2.50,0.00,0.96,0.00,1.33,8.00,1.25,0.89,1.70,5.66,3.60,7.64,5.00,0.00,9.224
1788342379.200,327.000,243.1,10.00,1.00,13.64,10.61,1.84,10.49,2.50,0.00,0.96,0.00,1.32,0.00,1.25,0.96,1.70,5.66,3.69,4.51,5.00,0.00,8.696
1788342380.552,328.000,244.4,10.00,0.80,13.53,11.28,1.83,6.04,2.50,0.00,0.96,0.00,1.30,10.00,1.25,0.29,1.71,4.99,3.70,3.74,5.00,0.00,8.288
1788342381.920,329.000,245.8,10.00,0.80,13.64,11.98,1.85,12.56,2.50,0.00,0.96,0.00,1.32,18.00,1.25,0.24,1.70,3.27,3.69,5.31,5.00,0.00,7.417
