wall_time,sim_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/cmd_vel_nav_sim_hz,panther/cmd_vel_nav_sim_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/amcl_pose_sim_hz,panther/amcl_pose_sim_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/plan_sim_hz,panther/plan_sim_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/local_costmap_sim_hz,panther/local_costmap_sim_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/velodyne_filtered_sim_hz,panther/velodyne_filtered_sim_jitter_ms,panther/path_length_m,panther2/cmd_vel_nav_hz,panther2/cmd_vel_nav_jitter_ms,panther2/cmd_vel_nav_sim_hz,panther2/cmd_vel_nav_sim_jitter_ms,panther2/amcl_pose_hz,panther2/amcl_pose_jitter_ms,panther2/amcl_pose_sim_hz,panther2/amcl_pose_sim_jitter_ms,panther2/plan_hz,panther2/plan_jitter_ms,panther2/plan_sim_hz,panther2/plan_sim_jitter_ms,panther2/local_costmap_hz,panther2/local_costmap_jitter_ms,panther2/local_costmap_sim_hz,panther2/local_costmap_sim_jitter_ms,panther2/velodyne_filtered_hz,panther2/velodyne_filtered_jitter_ms,panther2/velodyne_filtered_sim_hz,panther2/velodyne_filtered_sim_jitter_ms,panther2/path_length_m,panther3/cmd_vel_nav_hz,panther3/cmd_vel_nav_jitter_ms,panther3/cmd_vel_nav_sim_hz,panther3/cmd_vel_nav_sim_jitter_ms,panther3/amcl_pose_hz,panther3/amcl_pose_jitter_ms,panther3/amcl_pose_sim_hz,panther3/amcl_pose_sim_jitter_ms,panther3/plan_hz,panther3/plan_jitter_ms,panther3/plan_sim_hz,panther3/plan_sim_jitter_ms,panther3/local_costmap_hz,panther3/local_costmap_jitter_ms,panther3/local_costmap_sim_hz,panther3/local_costmap_sim_jitter_ms,panther3/velodyne_filtered_hz,panther3/velodyne_filtered_jitter_ms,panther3/velodyne_filtered_sim_hz,panther3/velodyne_filtered_sim_jitter_ms,panther3/path_length_m
1788355604.088,257.000,177.0,10.00,3.00,22.18,11.20,1.17,0.00,2.50,0.00,0.97,0.00,2.16,25.69,0.72,0.00,1.77,19.14,4.83,234.13,10.56,99.86,0.121,10.03,2.15,22.18,11.07,1.08,72.70,2.50,0.00,0.96,0.00,2.07,13.56,0.83,0.00,1.81,16.76,4.84,234.17,10.56,99.86,21.010,10.00,0.87,22.68,13.64,2.13,78.75,3.33,152.75,0.96,0.00,2.38,75.95,0.71,0.00,1.77,12.36,4.83,233.72,10.56,99.86,23.706
1788355606.324,258.000,179.2,9.99,5.23,22.64,10.46,2.21,12.88,3.12,240.00,0.98,0.00,2.22,17.55,0.83,0.00,1.83,9.98,4.98,223.01,10.56,99.86,0.000,9.99,2.12,22.59,12.88,1.10,6.34,2.50,0.00,0.96,0.00,2.18,27.20,0.84,0.00,1.91,8.64,4.97,222.32,10.56,99.86,20.232,10.00,1.78,22.59,13.82,1.67,203.04,4.29,74.54,0.95,0.00,2.20,21.98,0.83,0.00,1.83,21.75,4.97,223.52,10.56,99.86,23.204
1788355608.455,259.000,181.4,10.00,2.04,21.67,9.89,2.37,10.58,5.00,0.00,0.97,0.00,2.14,18.55,0.83,0.00,1.82,14.73,5.33,207.94,10.56,99.86,0.050,10.03,1.77,21.85,12.75,1.18,4.77,2.50,0.00,0.96,0.00,2.10,19.80,0.83,0.00,1.85,15.43,5.32,208.24,10.56,99.86,19.727,10.00,1.11,21.85,12.24,1.18,7.05,2.78,80.00,0.95,0.00,2.08,20.40,0.83,0.00,1.81,22.94,5.32,207.97,10.56,99.86,22.459
1788355610.800,260.000,183.7,10.38,22.71,22.64,13.44,1.60,208.41,4.44,66.14,1.00,30.83,2.23,29.44,0.71,0.00,1.75,18.18,4.78,234.48,10.56,99.86,15.298,10.01,1.44,22.22,10.79,1.06,30.64,2.50,0.00,0.96,0.00,2.15,24.06,0.83,0.00,1.88,19.69,4.78,233.60,10.56,99.86,19.227,10.01,28.70,22.22,12.03,1.06,70.23,2.50,0.00,0.96,0.00,2.11,25.51,0.71,0.00,1.75,11.31,4.78,234.55,10.56,99.86,22.036
1788355613.030,261.000,185.9,10.02,2.75,23.37,13.83,2.33,8.12,3.89,90.35,0.97,0.00,2.24,24.74,0.83,0.00,1.82,34.92,5.04,221.50,10.56,99.86,15.102,10.02,2.36,22.82,10.99,1.10,28.56,2.50,0.00,0.96,0.00,2.19,16.34,0.83,0.00,1.86,11.47,5.03,221.13,10.56,99.86,18.632,10.00,1.09,22.77,12.03,1.12,27.55,2.50,0.00,0.95,0.00,2.18,13.42,0.83,0.00,1.82,22.86,5.03,221.32,10.56,99.86,21.494
1788355615.305,262.000,188.2,10.00,1.67,22.64,11.22,1.08,30.22,3.75,94.28,0.96,0.00,2.17,16.25,0.83,0.00,1.88,16.44,4.88,228.05,10.56,99.86,14.530,9.99,5.35,22.40,11.69,1.08,26.76,2.50,0.00,0.96,0.00,2.16,14.25,0.83,0.00,1.86,15.43,4.88,227.59,10.56,99.86,17.990,10.00,2.47,22.45,10.15,1.09,48.52,2.50,0.00,0.95,0.00,2.17,13.38,0.83,0.00,1.88,18.18,4.88,227.92,10.56,99.86,20.580
1788355617.586,263.000,190.5,10.03,3.90,22.73,10.63,1.09,28.97,2.78,80.00,0.96,0.00,2.20,9.17,0.84,0.00,1.90,11.47,4.90,227.25,10.56,99.86,13.970,10.00,3.19,22.68,12.09,1.09,31.32,2.50,0.00,0.97,0.00,2.20,8.25,0.83,0.00,1.92,7.54,4.90,226.89,10.56,99.86,17.390,10.02,1.85,22.68,11.39,1.09,2.41,2.50,0.00,0.96,0.00,2.17,11.31,0.83,0.00,1.93,10.50,4.90,226.30,10.56,99.86,19.944
1788355619.876,264.000,192.8,10.00,3.90,22.68,11.55,1.13,27.41,2.50,0.00,0.96,0.00,2.15,11.79,0.84,0.00,1.90,9.43,5.04,220.83,10.56,99.86,13.352,9.99,2.25,22.77,11.45,1.13,23.39,2.50,0.00,0.94,0.00,2.17,13.96,0.83,0.00,1.88,14.73,5.09,218.62,10.56,99.86,16.484,10.00,2.65,22.87,11.36,1.12,8.60,2.50,0.00,0.96,0.00,2.16,9.38,0.83,0.00,1.88,17.99,5.08,218.82,10.56,99.86,19.394
1788355622.248,265.000,195.1,10.01,2.76,23.23,12.06,1.06,30.74,2.50,0.00,0.96,0.00,2.28,15.59,0.72,0.00,1.78,28.16,4.88,227.86,10.56,99.86,12.428,10.00,5.28,23.37,11.88,1.05,33.46,2.50,0.00,0.96,0.00,2.17,15.59,0.83,0.00,1.82,34.31,4.87,227.22,10.56,99.86,15.881,10.00,1.00,23.37,11.09,1.08,1.81,2.50,0.00,0.96,0.00,2.22,22.87,0.71,0.00,1.76,26.40,4.88,227.42,10.56,99.86,18.921
1788355624.491,266.000,197.4,9.97,3.00,22.73,11.06,1.13,16.37,2.50,0.00,0.94,0.00,2.20,24.08,0.83,0.00,1.83,8.22,5.07,218.91,10.56,99.86,11.700,10.02,1.71,23.05,11.65,1.13,20.32,2.50,0.00,0.96,0.00,2.22,11.09,0.83,0.00,1.93,16.11,5.07,217.70,10.56,99.86,15.264,10.01,0.76,23.05,11.03,1.09,24.81,2.50,0.00,0.96,0.00,2.26,18.00,0.83,0.00,1.76,22.94,5.07,218.99,10.56,99.86,18.334
1788355626.825,267.000,199.7,10.01,2.06,22.91,12.19,1.06,27.01,2.50,0.00,0.95,0.00,2.17,20.07,0.71,0.00,1.79,25.92,4.80,231.36,10.56,99.86,11.043,10.00,3.53,22.82,11.06,1.06,16.15,2.78,80.00,0.96,0.00,2.24,12.12,0.83,0.00,1.90,13.20,4.79,231.51,10.56,99.86,14.608,10.00,1.09,22.73,10.63,1.06,11.38,2.50,0.00,0.96,0.00,2.21,6.93,0.72,0.00,1.81,22.86,4.79,227.60,10.56,99.86,17.495
1788355629.127,268.000,202.0,10.00,1.51,23.42,10.97,1.07,5.15,2.50,0.00,0.98,0.00,2.23,13.08,0.83,0.00,1.84,36.81,4.60,220.71,10.56,99.86,10.457,9.99,2.57,23.14,11.72,1.10,23.21,2.78,80.00,0.97,0.00,2.25,17.20,0.83,0.00,1.94,6.80,4.85,228.69,10.56,99.86,13.711,10.01,1.02,23.14,12.19,1.09,12.18,2.50,0.00,0.95,0.00,2.24,4.36,0.83,0.00,1.83,28.16,4.85,228.46,10.56,99.86,16.890
1788355631.457,269.000,204.4,10.00,2.14,23.19,9.69,1.11,9.55,2.50,0.00,0.96,0.00,2.21,11.79,0.83,0.00,1.89,6.53,4.87,228.75,10.56,99.86,9.800,10.01,1.10,23.28,11.02,1.08,20.35,2.50,0.00,0.96,0.00,2.23,16.09,0.83,0.00,1.92,6.53,4.87,228.14,10.56,99.86,13.108,9.99,2.76,23.33,12.47,1.08,19.98,2.50,0.00,0.96,0.00,2.22,8.66,0.83,0.00,1.93,1.89,4.87,227.57,10.56,99.86,16.223
1788355633.765,270.000,206.7,10.02,2.49,23.19,10.71,1.07,34.05,2.50,0.00,0.97,0.00,2.28,26.00,0.83,0.00,1.84,20.40,4.82,230.38,10.56,99.86,8.931,10.00,3.41,23.09,10.16,1.07,48.29,2.50,0.00,0.97,0.00,2.26,13.67,0.83,0.00,1.84,40.79,4.83,230.30,10.56,99.86,12.477,10.00,1.74,23.28,10.86,1.07,33.69,2.78,80.00,0.98,0.00,2.20,7.14,0.71,0.00,1.75,39.60,4.82,230.82,10.56,99.86,15.570
1788355636.051,271.000,209.0,10.00,3.03,23.01,11.82,1.08,2.85,2.50,0.00,0.98,0.00,2.22,29.44,0.83,0.00,1.89,8.64,4.94,223.63,10.56,99.86,8.365,10.00,1.75,23.05,10.12,1.11,5.98,2.50,0.00,0.96,0.00,2.26,14.56,0.83,0.00,1.93,11.47,4.94,222.80,10.56,99.86,11.877,10.01,1.11,23.01,9.82,1.09,1.67,2.78,80.00,0.96,0.00,2.20,12.81,0.83,0.00,1.82,36.71,4.94,223.34,10.56,99.86,14.647
1788355638.394,272.000,211.3,10.03,1.17,22.96,11.78,1.07,42.26,2.50,0.00,0.97,0.00,2.24,21.79,0.83,0.00,1.82,10.50,4.76,233.61,10.56,99.86,7.796,10.00,4.39,23.09,10.53,1.04,23.56,2.50,0.00,0.96,0.00,2.23,8.49,0.71,0.00,1.84,29.03,4.76,233.54,10.56,99.86,11.377,9.99,1.41,23.14,10.70,1.06,45.65,2.50,0.00,0.97,0.00,2.25,19.47,0.71,0.00,1.84,27.90,4.76,231.31,10.56,99.86,14.151
1788355640.700,273.000,213.6,10.00,2.72,23.23,11.23,1.08,9.86,2.50,0.00,0.98,0.00,2.26,9.95,0.83,0.00,1.90,12.36,4.91,226.50,10.56,99.86,7.199,10.00,1.36,23.19,10.90,1.09,13.88,2.50,0.00,0.94,0.00,2.22,7.21,0.83,0.00,1.84,28.28,4.92,226.16,10.56,99.86,10.374,10.00,1.08,23.19,10.45,1.08,10.94,2.50,0.00,0.98,0.00,2.27,15.84,0.83,0.00,1.84,25.51,4.94,225.47,10.56,99.86,13.451
1788355643.065,274.000,216.0,10.00,1.51,23.23,10.19,1.04,73.78,2.50,0.00,0.97,0.00,2.30,26.13,0.83,0.00,1.93,1.89,4.67,237.37,10.56,99.86,6.473,10.01,3.32,23.33,12.08,1.09,33.14,2.50,0.00,0.96,0.00,2.24,25.69,0.83,0.00,1.90,11.47,4.66,236.77,10.56,99.86,9.774,10.00,3.12,23.42,11.04,1.04,67.72,2.50,0.00,0.97,0.00,2.26,10.72,0.83,0.00,1.90,3.77,4.69,237.35,10.56,99.86,12.794
1788355645.392,275.000,218.3,10.00,6.35,23.19,10.31,1.10,44.81,2.50,0.00,0.97,0.00,2.29,29.26,0.83,0.00,1.86,32.22,4.84,229.20,10.56,99.86,5.942,10.01,2.24,23.42,12.15,1.08,44.92,2.50,0.00,0.99,0.00,2.26,31.80,0.83,0.00,1.86,38.69,4.84,228.89,10.56,99.86,9.186,10.00,1.17,23.52,11.57,1.09,39.84,2.50,0.00,0.97,0.00,2.28,9.17,0.83,0.00,1.86,28.53,4.83,225.06,10.56,99.86,11.950
1788355647.723,276.000,220.6,10.04,2.48,23.37,11.70,1.10,1.94,2.50,0.00,0.96,0.00,2.22,21.24,0.83,0.00,1.92,17.28,4.94,224.58,10.56,99.86,5.356,10.01,0.92,23.14,11.61,1.09,56.43,2.50,0.00,0.97,0.00,2.25,20.59,0.83,0.00,1.85,41.61,4.94,224.39,10.56,99.86,8.586,10.00,0.89,23.14,10.67,1.46,229.04,2.78,80.00,0.97,0.00,2.22,9.17,0.83,0.00,1.91,13.06,4.94,224.54,10.56,99.86,11.351
1788355650.133,277.000,223.0,10.00,2.65,23.88,12.54,1.04,67.19,2.50,0.00,0.98,0.00,2.26,32.31,0.83,0.00,1.82,3.27,4.70,237.22,10.56,99.86,4.487,9.99,4.61,23.59,11.78,1.41,272.73,2.78,80.00,0.97,0.00,2.28,19.87,0.71,0.00,1.79,30.35,4.70,236.87,10.56,99.86,7.574,10.00,1.52,23.55,11.86,2.10,36.95,3.89,90.35,0.96,0.00,2.28,25.38,0.83,0.00,1.87,18.18,4.70,236.76,10.56,99.86,10.701
1788355652.447,278.000,225.3,10.00,1.69,23.64,11.98,1.09,14.67,2.50,0.00,0.98,0.00,2.27,24.66,0.84,0.00,1.85,12.36,4.81,231.62,10.56,99.86,3.995,10.00,10.25,23.83,11.43,1.09,16.79,2.78,80.00,0.97,0.00,2.31,15.75,0.71,0.00,1.72,4.99,4.81,230.06,10.56,99.86,6.886,10.01,2.41,23.83,12.59,1.10,2.67,3.89,90.35,0.97,0.00,2.38,20.27,0.83,0.00,1.86,21.25,4.81,230.79,10.56,99.86,10.103
1788355654.834,279.000,227.7,10.00,1.61,23.52,11.51,1.04,10.55,2.50,0.00,0.97,0.00,2.33,17.29,0.84,0.00,1.94,6.53,4.65,239.18,10.56,99.86,3.468,10.00,6.55,23.55,12.09,1.03,3.47,2.50,0.00,0.97,0.00,2.31,21.35,0.71,0.00,1.78,21.25,4.65,237.58,10.56,99.86,6.373,10.00,2.68,23.55,11.60,1.03,4.64,2.78,80.00,0.97,0.00,2.27,22.69,0.71,0.00,1.80,11.31,4.65,238.52,10.56,99.86,9.195
1788355657.246,280.000,230.1,9.98,4.40,24.18,11.11,1.01,20.14,2.50,0.00,0.98,0.00,2.31,17.66,0.83,0.00,1.90,21.00,4.58,242.42,10.56,99.86,2.810,10.00,3.03,24.08,11.80,1.02,0.00,2.50,0.00,0.96,0.00,2.35,26.00,0.71,0.00,1.80,13.20,4.57,242.21,10.56,99.86,5.476,10.00,0.72,24.03,10.36,1.01,22.01,2.50,0.00,0.97,0.00,2.35,20.10,0.71,0.00,1.82,13.60,4.57,242.14,10.56,99.86,8.684
1788355659.630,281.000,232.5,10.00,1.81,24.03,11.75,1.09,25.18,2.50,0.00,0.97,0.00,2.32,19.26,0.83,0.00,1.87,16.44,4.75,234.48,10.56,99.86,1.803,10.04,2.32,23.79,10.72,1.11,36.44,2.50,0.00,0.97,0.00,2.32,20.27,0.71,0.00,1.80,31.72,4.75,234.00,10.56,99.86,4.876,10.01,3.07,23.74,9.90,1.09,25.35,2.50,0.00,0.97,0.00,2.30,16.12,0.83,0.00,1.87,17.99,4.75,234.25,10.56,99.86,8.238
1788355662.021,282.000,234.9,10.01,6.51,23.93,11.40,1.03,44.29,2.50,0.00,0.97,0.00,2.32,19.26,0.83,0.00,1.86,12.36,4.62,240.31,10.56,99.86,1.096,10.00,1.20,23.79,11.31,1.03,41.56,2.50,0.00,0.98,0.00,2.29,13.67,0.71,0.00,1.76,38.96,4.63,240.59,10.56,99.86,4.226,10.00,1.04,23.74,11.46,1.03,38.73,2.50,0.00,0.97,0.00,2.33,25.36,0.71,0.00,1.81,31.16,4.63,241.75,10.56,99.86,7.517
1788355664.359,283.000,237.3,10.02,5.10,23.69,10.17,1.08,11.56,2.50,0.00,0.97,0.00,2.33,10.34,0.84,0.00,1.86,19.14,4.80,231.43,10.56,99.86,0.554,10.01,1.64,23.79,10.91,1.08,9.53,2.50,0.00,0.97,0.00,2.29,13.56,0.83,0.00,1.80,35.98,4.80,231.65,10.56,99.86,3.326,10.00,1.38,23.74,11.72,1.08,9.76,2.50,0.00,0.98,0.00,2.29,21.61,0.83,0.00,1.90,21.75,4.80,230.62,10.56,99.86,6.846
1788355666.822,284.000,239.7,10.02,12.65,23.88,10.69,1.08,0.00,2.22,86.60,0.97,0.00,2.31,14.14,0.84,0.00,1.88,25.92,4.64,238.46,10.56,99.86,0.200,10.01,2.34,23.74,10.00,1.57,220.58,3.12,97.98,0.98,0.00,2.31,19.87,0.71,0.00,1.87,27.39,4.66,238.39,10.56,99.86,2.686,10.00,1.11,23.74,10.27,1.04,6.27,2.50,0.00,0.97,0.00,2.31,11.45,0.71,0.00,1.78,35.23,4.66,238.47,10.56,99.86,6.276
1788355669.212,285.000,242.1,10.02,2.13,24.24,11.75,0.50,0.00,1.67,163.30,0.99,0.00,2.42,6.00,0.83,0.00,1.90,21.00,4.72,235.36,10.56,99.86,0.191,10.00,8.02,24.14,9.98,1.02,32.11,3.12,97.98,0.97,0.00,2.42,15.10,0.83,0.00,1.82,19.69,4.73,235.26,10.56,99.86,2.027,10.00,0.93,24.19,9.64,1.02,29.43,2.50,0.00,0.97,0.00,2.34,15.07,0.71,0.00,1.73,11.47,4.71,234.74,10.56,99.86,5.506
1788355671.663,286.000,244.6,10.00,3.95,24.19,11.35,1.51,241.17,2.86,165.83,0.98,0.00,2.36,19.39,0.71,0.00,1.89,16.97,4.54,245.33,10.56,99.86,0.191,10.00,1.55,24.44,11.14,1.01,0.00,2.50,0.00,0.98,0.00,2.35,11.09,0.71,0.00,1.88,20.40,4.54,245.46,10.56,99.86,1.118,10.00,1.12,24.39,11.09,1.01,6.63,2.50,0.00,0.99,0.00,2.35,16.82,0.72,0.00,1.85,25.92,4.53,244.92,10.56,99.86,4.956
1788355674.110,287.000,247.0,9.89,6.47,24.19,10.59,1.53,243.53,3.75,94.28,0.97,0.00,2.37,16.12,0.71,0.00,1.76,13.20,4.61,241.30,10.56,99.86,0.141,9.96,4.61,24.24,10.33,1.03,23.35,2.50,0.00,0.97,0.00,2.38,4.90,0.71,0.00,1.75,17.99,4.60,240.50,10.56,99.86,0.524,10.00,1.25,24.34,10.45,1.02,18.53,2.50,0.00,0.98,0.00,2.38,18.55,0.71,0.00,1.74,18.18,4.62,241.69,10.56,99.86,4.193
1788355676.553,288.000,249.5,10.00,8.29,24.54,11.71,0.64,0.00,2.78,149.67,0.99,0.00,2.37,16.12,0.72,0.00,1.74,8.64,4.64,221.31,10.56,99.86,0.050,9.99,5.22,24.19,9.94,0.68,0.00,2.22,86.60,0.98,0.00,2.38,13.38,0.70,0.00,1.73,16.76,4.64,237.13,10.56,99.86,0.050,10.01,0.76,24.24,9.60,1.35,190.03,2.78,80.00,0.98,0.00,2.38,10.72,0.71,0.00,1.75,5.66,4.64,222.22,10.56,99.86,3.593
1788355679.030,289.000,251.9,10.01,3.96,24.90,11.40,2.01,22.03,3.33,152.75,0.97,0.00,2.43,5.66,0.71,0.00,1.76,19.87,4.68,245.97,10.56,99.86,0.000,10.01,8.73,24.70,11.50,2.02,26.02,2.78,195.96,0.98,0.00,2.42,13.96,0.71,0.00,1.76,12.36,4.68,245.43,10.56,99.86,0.000,9.99,1.67,24.60,11.15,1.51,246.05,3.33,100.00,0.98,0.00,2.40,8.49,0.71,0.00,1.77,5.66,4.68,245.86,10.56,99.86,2.993
1788355681.432,290.000,254.3,10.01,2.97,24.55,11.79,1.39,236.28,3.89,90.35,1.27,250.53,2.66,74.28,0.84,0.00,1.80,29.03,4.68,237.33,10.56,99.86,24.398,10.06,9.65,24.19,11.81,2.07,25.12,5.00,0.00,0.98,0.00,2.40,9.54,0.71,0.00,1.75,9.98,4.68,236.51,10.56,99.86,0.050,10.02,1.95,24.19,10.87,2.10,25.91,4.37,69.99,0.98,0.00,2.38,12.00,0.71,0.00,1.74,14.73,4.67,237.39,10.56,99.86,1.843
1788355683.950,291.000,256.8,10.00,6.00,24.70,12.69,1.29,247.81,3.33,100.00,0.97,0.00,2.62,77.71,0.72,0.00,1.83,32.71,4.50,245.44,10.56,99.86,23.655,10.12,29.31,24.60,14.44,1.33,263.45,4.44,66.14,1.33,277.20,2.71,103.40,0.72,0.00,1.76,14.73,4.00,247.39,10.56,99.86,23.727,10.00,2.47,24.29,11.13,1.01,0.00,3.33,100.00,0.97,0.00,2.40,31.03,0.72,0.00,1.76,16.11,4.50,246.15,10.56,99.86,1.169
1788355686.378,292.000,259.3,10.00,3.65,24.90,11.82,1.02,7.94,2.78,80.00,0.95,0.00,2.36,15.07,0.71,0.00,1.78,24.51,4.60,242.10,10.56,99.86,22.969,10.00,9.42,24.70,13.71,2.05,13.69,3.33,152.75,0.96,0.00,2.69,105.38,0.71,0.00,1.76,14.73,4.60,241.77,10.56,99.86,23.625,10.00,5.43,24.65,11.08,1.01,9.38,2.50,0.00,0.97,0.00,2.40,30.59,0.71,0.00,1.76,8.22,4.60,241.58,10.56,99.86,0.595
1788355688.904,293.000,261.8,10.06,3.16,24.70,10.62,0.97,0.00,2.50,0.00,0.96,0.00,2.35,7.14,0.71,0.00,1.78,22.94,4.50,255.10,10.56,99.86,22.071,10.01,1.98,24.65,10.09,0.94,0.00,3.89,90.35,0.96,0.00,2.40,21.42,0.72,0.00,1.76,11.47,4.46,253.57,10.56,99.86,23.106,10.00,1.15,24.70,11.64,0.64,0.00,1.87,94.28,0.97,0.00,2.43,12.12,0.72,0.00,1.74,3.77,4.50,254.58,10.56,99.86,0.221
1788355691.347,294.000,264.2,10.01,9.54,24.80,10.69,1.01,24.47,2.50,0.00,0.93,0.00,2.37,6.00,0.71,0.00,1.81,11.78,4.57,244.03,10.56,99.86,21.485,10.01,3.26,24.75,9.97,1.03,7.20,2.78,80.00,0.93,0.00,2.42,16.12,0.72,0.00,1.80,5.66,4.57,244.07,10.56,99.86,22.530,10.00,1.80,24.90,11.37,0.70,0.00,1.67,0.00,0.97,0.00,2.43,14.97,0.71,0.00,1.78,24.73,4.57,243.20,10.56,99.86,0.171
1788355693.890,295.000,266.8,9.98,5.67,24.95,11.07,1.02,15.60,2.50,0.00,0.97,0.00,2.35,17.29,0.71,0.00,1.76,21.00,4.51,254.81,10.56,99.86,20.989,10.01,1.36,24.70,9.65,0.96,0.00,2.50,0.00,0.96,0.00,2.35,19.26,0.71,0.00,1.79,20.40,4.51,254.11,10.56,99.86,21.830,10.00,3.39,24.90,10.87,0.99,0.00,1.67,163.30,0.97,0.00,2.39,18.00,0.71,0.00,1.76,24.51,4.51,254.23,10.56,99.86,0.191
1788355696.345,296.000,269.2,10.00,4.10,24.80,11.31,1.02,7.79,2.50,0.00,0.96,0.00,2.43,14.14,0.72,0.00,1.80,11.31,4.56,244.63,10.56,99.86,20.197,10.00,1.39,25.05,10.13,1.01,2.89,2.50,0.00,0.96,0.00,2.43,13.27,0.71,0.00,1.80,11.47,4.55,244.13,10.56,99.86,21.294,9.99,2.47,24.95,11.95,1.02,14.38,2.50,0.00,0.98,0.00,2.48,4.90,0.71,0.00,1.80,17.28,4.55,243.53,10.56,99.86,0.121
1788355698.902,297.000,271.8,10.00,2.61,25.21,11.05,1.01,10.10,2.50,0.00,0.97,0.00,2.38,12.65,0.71,0.00,1.79,9.98,4.63,248.14,10.56,99.86,19.677,10.00,5.01,24.80,10.78,1.00,0.00,2.50,0.00,0.96,0.00,2.42,13.11,0.70,0.00,1.77,6.80,4.63,247.75,10.56,99.86,20.430,10.00,1.37,25.05,11.33,1.99,4.78,3.89,90.35,0.98,0.00,2.44,11.45,0.71,0.00,1.79,6.80,4.63,247.62,10.56,99.86,0.100
1788355701.362,298.000,274.3,10.00,1.65,25.25,10.89,1.02,1.38,2.50,0.00,0.97,0.00,2.38,29.17,0.72,0.00,1.81,19.69,4.60,242.02,10.56,99.86,18.877,9.98,1.78,25.10,11.11,1.00,0.00,2.50,0.00,0.96,0.00,2.41,13.38,0.72,0.00,1.81,18.57,4.60,241.41,10.56,99.86,19.846,10.24,25.55,25.20,12.85,1.00,0.00,3.89,90.35,1.23,223.44,2.67,88.81,0.71,0.00,1.81,4.99,4.60,223.42,10.56,99.86,23.899
1788355703.874,299.000,276.8,10.03,8.20,24.85,10.33,1.00,3.61,2.50,0.00,0.98,0.00,2.35,18.41,0.71,0.00,1.76,10.50,4.50,247.32,10.56,99.86,18.384,10.07,4.18,24.65,10.54,0.98,0.00,2.50,0.00,0.94,0.00,2.40,5.92,0.72,0.00,1.77,16.76,4.50,247.36,10.56,99.86,19.346,10.00,0.79,24.80,12.85,2.00,14.83,3.75,94.28,0.96,0.00,2.66,88.62,0.72,0.00,1.76,13.20,4.01,247.91,10.56,99.86,23.715
1788355706.417,300.000,279.3,10.03,2.65,25.20,10.67,1.00,0.00,2.50,0.00,0.96,0.00,2.48,8.94,0.71,0.00,1.82,14.73,4.67,245.55,10.56,99.86,17.840,10.01,1.07,25.20,9.43,1.00,0.00,2.50,0.00,0.94,0.00,2.43,12.96,0.72,0.00,1.82,11.47,4.66,245.68,10.56,99.86,18.549,10.00,0.92,25.41,11.44,1.00,0.00,3.75,94.28,0.96,0.00,2.44,10.77,0.71,0.00,1.84,16.33,4.66,245.28,10.56,99.86,23.131
1788355708.938,301.000,281.8,10.00,2.93,25.20,11.28,1.04,7.33,2.50,0.00,0.95,0.00,2.36,10.34,0.71,0.00,1.76,4.99,4.56,243.36,10.56,99.86,17.005,9.99,0.96,25.35,9.12,1.01,1.52,2.50,0.00,0.96,0.00,2.41,14.25,0.71,0.00,1.78,4.99,4.56,244.03,10.56,99.86,17.997,9.99,1.08,25.20,12.23,1.01,1.66,2.50,0.00,0.94,0.00,2.38,5.20,0.71,0.00,1.77,14.24,4.56,243.70,10.56,99.86,22.304
1788355711.504,302.000,284.4,10.00,2.42,25.35,11.73,1.04,0.00,2.50,0.00,0.97,0.00,2.42,16.58,0.71,0.00,1.82,24.07,4.55,254.45,10.56,99.86,16.390,9.99,2.45,25.20,10.18,0.96,0.00,2.50,0.00,0.96,0.00,2.48,10.95,0.71,0.00,1.82,16.76,4.55,253.65,10.56,99.86,17.239,10.00,0.95,25.51,11.59,0.95,0.00,2.50,0.00,0.96,0.00,2.44,9.17,0.71,0.00,1.81,22.86,4.55,251.73,10.56,99.86,21.916
1788355713.960,303.000,286.9,10.00,1.29,25.05,11.13,1.37,247.12,2.78,80.00,0.97,0.00,2.42,15.10,0.71,0.00,1.80,27.39,4.63,240.19,10.56,99.86,15.484,10.00,4.34,25.15,11.21,2.07,4.97,3.33,100.00,0.97,0.00,2.43,14.97,0.71,0.00,1.80,21.42,4.63,240.31,10.56,99.86,16.543,10.00,2.96,25.05,10.81,1.04,0.92,2.50,0.00,0.96,0.00,2.40,10.20,0.71,0.00,1.83,18.57,4.63,239.93,10.56,99.86,21.145
1788355716.606,304.000,289.5,9.99,5.99,25.56,11.49,1.23,298.45,3.33,100.00,0.97,0.00,2.51,27.48,0.71,0.00,1.84,24.94,4.36,264.69,10.56,99.86,14.931,10.00,0.87,25.20,10.52,1.22,289.81,3.75,94.28,0.97,0.00,2.48,30.33,0.71,0.00,1.84,29.39,4.36,264.60,10.56,99.86,15.675,10.00,0.96,25.55,11.27,0.90,0.00,2.50,0.00,0.96,0.00,2.48,23.66,0.63,0.00,1.76,11.47,4.36,263.97,10.56,99.86,20.595
