wall_time,sim_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/cmd_vel_nav_sim_hz,panther/cmd_vel_nav_sim_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/amcl_pose_sim_hz,panther/amcl_pose_sim_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/plan_sim_hz,panther/plan_sim_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/local_costmap_sim_hz,panther/local_costmap_sim_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/velodyne_filtered_sim_hz,panther/velodyne_filtered_sim_jitter_ms,panther/path_length_m,panther2/cmd_vel_nav_hz,panther2/cmd_vel_nav_jitter_ms,panther2/cmd_vel_nav_sim_hz,panther2/cmd_vel_nav_sim_jitter_ms,panther2/amcl_pose_hz,panther2/amcl_pose_jitter_ms,panther2/amcl_pose_sim_hz,panther2/amcl_pose_sim_jitter_ms,panther2/plan_hz,panther2/plan_jitter_ms,panther2/plan_sim_hz,panther2/plan_sim_jitter_ms,panther2/local_costmap_hz,panther2/local_costmap_jitter_ms,panther2/local_costmap_sim_hz,panther2/local_costmap_sim_jitter_ms,panther2/velodyne_filtered_hz,panther2/velodyne_filtered_jitter_ms,panther2/velodyne_filtered_sim_hz,panther2/velodyne_filtered_sim_jitter_ms,panther2/path_length_m
1788343257.273,302.000,266.6,10.00,1.62,18.26,17.15,1.29,8.98,2.50,0.00,0.97,0.00,1.77,23.17,1.00,0.18,1.82,21.25,5.78,188.93,10.56,99.86,11.574,10.00,1.30,18.33,16.79,1.29,0.74,2.50,0.00,0.97,0.00,1.76,13.20,1.00,0.00,1.82,21.25,5.78,188.93,10.56,99.86,15.673
1788343259.106,303.000,268.4,10.00,4.30,18.92,18.63,1.34,2.28,2.50,0.00,0.97,0.00,1.82,15.08,1.00,0.00,1.90,3.77,5.98,182.13,10.56,99.86,10.874,10.00,1.78,18.92,17.10,1.35,37.97,2.50,0.00,0.98,0.00,1.81,5.66,1.00,0.00,1.90,3.77,5.97,181.75,10.56,99.86,15.004
1788343260.876,304.000,270.2,10.00,0.45,18.04,15.89,1.43,0.62,2.50,0.00,0.98,0.00,1.72,7.54,1.00,0.01,1.79,25.51,6.23,174.58,10.56,99.86,10.124,10.00,1.08,18.04,14.82,1.42,15.56,2.50,0.00,0.97,0.00,1.75,19.87,1.00,0.00,1.79,25.51,6.23,173.99,10.56,99.86,14.297
1788343262.813,305.000,272.1,10.00,2.58,18.57,16.91,1.29,36.25,2.50,0.00,0.97,0.00,1.83,30.35,0.83,0.00,1.74,28.16,5.70,191.23,10.56,99.86,9.424,10.00,1.14,18.54,16.91,1.27,10.39,2.50,0.00,0.97,0.00,1.78,31.04,0.83,0.00,1.75,26.73,5.69,191.72,10.56,99.86,13.597
1788343264.636,306.000,273.9,10.00,3.63,19.03,16.95,1.37,18.26,2.50,0.00,0.96,0.00,1.85,21.42,1.00,0.00,1.79,31.16,5.98,182.08,10.56,99.86,9.074,10.00,1.72,18.84,16.70,1.36,16.29,2.50,0.00,0.96,0.00,1.83,16.11,1.00,0.00,1.78,27.78,4.89,181.30,9.44,99.83,13.247
1788343266.405,307.000,275.7,9.92,2.86,17.78,14.21,1.41,9.69,2.50,0.00,0.97,0.00,1.71,11.31,1.00,0.48,1.79,14.73,6.22,174.68,10.56,99.86,8.374,10.01,2.07,18.12,15.26,1.43,4.45,2.50,0.00,0.97,0.00,1.75,15.43,1.00,0.98,1.79,12.36,6.22,174.40,9.44,99.83,12.544
1788343268.385,308.000,277.7,10.09,4.30,18.72,13.35,1.26,5.10,2.50,0.00,0.97,0.00,1.84,36.71,0.83,0.00,1.76,28.53,5.64,193.91,10.56,99.86,7.624,10.00,1.29,18.95,13.73,1.27,45.59,2.50,0.00,0.96,0.00,1.79,37.09,0.83,0.00,1.76,28.53,5.64,193.78,10.56,99.86,11.744
1788343270.214,309.000,279.5,10.00,0.91,19.23,13.67,1.34,20.70,2.50,0.00,0.97,0.00,1.85,27.90,1.00,2.01,1.79,29.39,5.93,183.73,10.56,99.86,6.924,10.00,2.02,19.04,12.95,1.36,19.31,2.50,0.00,0.98,0.00,1.86,20.74,1.00,0.00,1.78,26.20,5.92,182.48,10.56,99.86,10.937
1788343272.006,310.000,281.3,10.01,0.53,18.18,14.92,1.41,4.66,2.50,0.00,0.96,0.00,1.77,15.43,1.00,0.00,1.79,4.99,6.17,175.96,10.56,99.86,6.565,10.02,1.27,18.18,15.24,1.41,15.36,2.50,0.00,0.96,0.00,1.76,20.74,1.00,0.21,1.80,8.64,6.16,175.35,10.56,99.86,10.478
1788343273.973,311.000,283.3,10.00,0.72,18.72,11.47,1.26,30.52,2.50,0.00,0.97,0.00,1.79,28.28,0.83,0.00,1.75,20.40,5.61,193.75,10.56,99.86,5.815,10.01,4.26,18.84,12.18,1.27,2.99,2.50,0.00,0.96,0.00,1.78,35.83,1.00,0.00,1.93,17.99,5.61,193.96,10.56,99.86,9.736
1788343275.794,312.000,285.1,10.00,4.41,18.92,12.99,1.36,21.79,2.50,0.00,0.97,0.00,1.85,22.86,1.00,3.84,1.79,34.31,5.96,182.82,10.56,99.86,5.017,9.99,1.00,19.03,11.73,1.35,21.36,2.50,0.00,0.97,0.00,1.86,29.63,1.00,4.27,1.90,27.39,5.96,182.11,10.56,99.86,9.014
1788343277.610,313.000,286.9,10.00,1.11,18.33,16.52,1.41,3.89,2.50,0.00,0.98,0.00,1.76,8.64,1.00,0.00,1.79,6.80,6.11,178.11,10.56,99.86,4.217,10.00,0.93,18.33,16.14,1.39,15.27,2.50,0.00,0.97,0.00,1.74,10.50,1.00,0.00,1.80,17.28,6.10,177.99,10.56,99.86,8.356
1788343279.576,314.000,288.9,10.00,0.49,18.88,15.57,1.54,204.23,2.78,80.00,0.97,0.00,1.86,27.39,0.83,0.00,1.79,27.90,5.61,194.86,10.56,99.86,3.429,10.00,1.40,18.92,14.08,1.28,48.29,2.50,0.00,0.99,0.00,1.87,33.94,0.83,0.00,1.77,29.93,5.60,194.40,10.56,99.86,7.717
1788343281.414,315.000,290.7,9.99,3.70,19.04,16.52,2.02,182.72,3.33,100.00,0.97,0.00,1.87,33.15,0.99,0.00,1.78,21.75,5.93,183.71,10.56,99.86,2.569,10.00,0.75,19.19,11.85,1.34,7.65,2.50,0.00,0.97,0.00,1.87,37.57,1.00,2.30,1.78,27.78,5.93,183.05,10.56,99.86,7.046
1788343283.249,316.000,292.6,9.99,4.96,18.56,17.57,1.65,167.94,3.12,97.98,0.97,0.00,1.78,23.63,1.00,0.00,1.80,13.06,5.99,181.46,10.56,99.86,2.097,10.00,1.51,18.29,13.30,1.39,3.62,2.50,0.00,0.98,0.00,1.77,19.87,1.00,1.41,1.82,12.36,5.99,181.32,10.56,99.86,6.696
1788343285.227,317.000,294.5,10.01,6.79,19.11,18.18,1.25,10.04,2.50,0.00,0.99,0.00,1.87,31.38,0.83,0.00,1.79,25.92,5.59,194.87,10.56,99.86,1.381,10.00,1.67,19.04,16.85,1.24,4.94,2.50,0.00,0.96,0.00,1.87,29.93,0.99,0.00,1.93,9.98,5.60,194.82,10.56,99.86,6.026
1788343287.062,318.000,296.4,10.02,3.29,19.23,16.97,1.34,3.07,2.50,0.00,0.98,0.00,1.88,26.13,1.00,1.84,1.79,27.78,5.96,181.96,10.56,99.86,0.495,10.00,1.26,19.15,17.79,1.34,0.25,2.50,0.00,0.97,0.00,1.84,28.47,1.01,0.00,1.93,8.22,5.96,181.94,10.56,99.86,5.256
1788343288.908,319.000,298.2,10.01,4.78,18.40,14.71,0.68,0.00,1.87,188.56,0.98,0.00,1.83,20.74,1.00,0.78,1.82,18.18,5.96,182.61,10.56,99.86,0.050,10.01,1.18,18.67,14.95,1.36,17.84,2.50,0.00,0.98,0.00,1.79,3.27,1.00,0.27,1.87,12.36,5.95,182.26,10.56,99.86,4.456
1788343290.907,320.000,300.2,10.01,2.11,19.43,14.10,2.01,150.38,2.78,233.24,0.97,0.00,1.87,27.78,0.83,0.00,1.79,29.63,5.53,197.87,10.56,99.86,0.050,10.00,4.10,19.43,18.43,1.24,49.15,2.50,0.00,0.96,0.00,1.88,18.18,0.83,0.00,1.81,21.00,5.53,196.01,10.56,99.86,3.843
1788343292.740,321.000,302.0,9.99,1.44,19.31,14.33,2.71,6.15,5.00,0.00,0.99,0.00,1.88,31.72,1.00,2.15,1.80,32.17,5.95,182.88,10.56,99.86,0.050,10.00,1.02,19.04,17.34,1.37,20.82,2.50,0.00,0.98,0.00,1.86,19.14,1.00,0.66,1.84,15.43,5.95,182.64,10.56,99.86,3.014
1788343294.612,322.000,303.9,10.46,22.04,18.95,16.37,1.07,195.97,3.33,152.75,1.03,69.66,1.88,65.07,1.00,0.52,1.87,8.22,5.89,184.49,10.56,99.86,23.791,9.99,1.97,18.67,15.73,2.68,15.96,3.89,90.35,0.97,0.00,1.80,4.99,1.00,0.00,1.85,21.75,5.89,184.96,10.56,99.86,2.523
1788343296.594,323.000,305.9,10.00,3.74,19.62,12.90,2.54,17.77,3.75,149.07,0.96,0.00,1.83,31.38,0.83,0.00,1.81,34.10,5.59,194.64,10.56,99.86,23.487,10.01,7.80,19.43,18.74,1.51,207.00,3.89,90.35,0.97,0.00,1.87,24.94,1.01,0.00,1.84,41.35,5.59,194.30,10.56,99.86,1.664
1788343298.461,324.000,307.8,10.01,1.18,19.39,13.20,1.60,181.36,3.89,90.35,0.97,0.00,1.88,20.40,1.00,2.63,1.79,32.71,5.85,185.98,10.56,99.86,23.075,10.00,4.98,19.23,16.52,1.32,16.93,2.50,0.00,0.98,0.00,1.89,21.75,0.99,0.00,1.81,39.24,5.85,184.98,10.56,99.86,0.816
1788343300.370,325.000,309.7,10.00,1.23,19.11,17.21,1.32,9.82,2.50,0.00,0.96,0.00,1.82,9.98,1.00,0.00,1.89,20.40,5.78,188.10,10.56,99.86,22.269,9.98,3.89,18.80,13.34,1.06,175.23,2.22,86.60,0.97,0.00,1.84,15.43,1.00,6.06,1.88,16.97,5.78,187.45,10.56,99.86,0.312
1788343302.358,326.000,311.7,10.00,1.54,19.75,18.20,2.45,23.20,3.75,94.28,0.96,0.00,1.86,33.52,0.84,0.00,1.85,19.96,5.54,200.72,10.56,99.86,21.794,10.02,1.56,19.43,13.11,0.83,0.00,1.88,94.28,0.97,0.00,1.89,26.73,0.84,0.00,1.85,25.51,5.54,200.68,10.56,99.86,0.071
1788343304.262,327.000,313.6,9.98,2.79,19.71,18.29,1.32,4.68,3.33,100.00,0.97,0.00,1.87,34.31,1.00,0.00,1.83,27.39,5.85,185.93,10.56,99.86,21.094,10.00,3.04,19.51,13.58,2.66,2.81,2.86,259.81,0.97,0.00,1.87,27.78,1.00,1.33,1.82,18.57,5.85,185.56,10.56,99.86,0.000
1788343306.159,328.000,315.5,10.04,1.47,19.19,16.60,1.32,1.03,2.50,0.00,0.96,0.00,1.79,24.51,1.00,2.41,1.93,6.80,5.76,188.70,10.56,99.86,20.330,10.00,1.88,19.04,13.43,2.61,12.85,5.00,0.00,0.98,0.00,1.86,4.99,1.00,0.00,1.91,16.33,5.76,188.56,10.56,99.86,0.000
1788343308.169,329.000,317.5,10.00,3.56,19.54,18.46,1.24,40.87,2.50,0.00,0.95,0.00,1.87,30.35,0.83,0.00,1.85,25.51,5.51,196.70,10.56,99.86,19.684,10.51,21.40,20.08,14.31,2.00,164.58,4.44,66.14,1.04,66.23,2.04,43.12,1.00,0.00,1.87,42.46,5.51,198.52,10.56,99.86,24.040
1788343310.064,330.000,319.4,10.02,1.55,19.54,16.95,1.30,6.69,2.50,0.00,0.96,0.00,1.87,28.53,1.00,0.00,1.82,18.57,5.73,189.80,10.56,99.86,19.341,10.01,4.21,20.08,16.15,2.62,8.87,3.89,90.35,0.94,0.00,1.97,55.71,1.00,0.43,1.90,19.14,5.73,189.30,10.56,99.86,23.856
1788343311.978,331.000,321.3,10.00,2.31,19.23,12.41,1.32,10.94,2.50,0.00,0.94,0.00,1.79,13.20,1.00,0.00,1.91,16.44,5.80,187.41,10.56,99.86,18.761,10.01,2.32,19.08,16.84,1.59,183.15,3.89,90.35,0.95,0.00,1.80,19.14,1.00,0.00,1.94,8.22,5.80,187.45,10.56,99.86,23.524
1788343313.949,332.000,323.3,10.01,5.34,19.71,16.75,1.25,15.42,2.50,0.00,0.97,0.00,1.86,16.11,1.00,0.00,1.86,44.34,5.52,197.04,10.56,99.86,18.124,10.00,3.51,19.39,13.82,1.25,17.88,2.78,80.00,0.96,0.00,1.87,25.92,0.83,0.00,1.84,41.35,5.52,196.82,10.56,99.86,22.728
1788343315.876,333.000,325.2,10.00,2.80,19.71,15.95,1.29,5.92,2.50,0.00,0.95,0.00,1.85,8.64,1.00,0.49,1.90,19.14,5.74,189.54,10.56,99.86,17.339,10.00,1.61,19.51,15.84,1.30,9.98,2.50,0.00,0.94,0.00,1.87,22.23,1.00,0.00,1.81,33.99,5.74,188.56,10.56,99.86,22.066
1788343317.848,334.000,327.2,9.99,1.02,19.67,16.36,1.29,4.99,2.50,0.00,0.97,0.00,1.85,13.20,0.83,0.00,1.79,39.60,5.59,194.83,10.56,99.86,16.598,10.00,1.26,19.35,17.80,1.27,11.04,2.22,86.60,0.96,0.00,1.85,24.51,0.99,0.00,1.93,4.99,5.60,194.11,10.56,99.86,21.453
1788343319.811,335.000,329.1,10.01,1.26,19.86,16.84,1.28,13.68,2.50,0.00,0.96,0.00,1.89,23.17,1.00,0.00,1.74,50.00,5.62,193.54,10.56,99.86,15.933,10.00,1.11,19.82,18.18,1.27,13.90,2.50,0.00,0.96,0.00,1.87,22.23,1.01,0.00,1.85,39.51,5.61,193.70,10.56,99.86,20.848
1788343321.742,336.000,331.0,9.96,1.57,19.63,15.54,1.29,6.35,2.50,0.00,0.97,0.00,1.87,19.14,1.00,0.00,1.82,39.60,5.67,191.56,10.56,99.86,15.212,9.99,6.77,19.31,17.19,1.31,9.27,2.50,0.00,0.96,0.00,1.87,19.87,1.00,0.21,1.95,11.31,5.67,191.30,10.56,99.86,20.248
1788343323.717,337.000,333.0,10.04,1.83,19.58,13.69,1.28,18.06,2.50,0.00,0.98,0.00,1.87,22.86,1.00,0.00,1.90,11.47,5.61,194.15,10.56,99.86,14.801,10.00,2.73,19.71,17.10,1.29,2.77,2.50,0.00,0.98,0.00,1.90,22.94,0.83,0.00,1.81,27.78,5.61,193.59,10.56,99.86,19.548
1788343325.656,338.000,335.0,10.00,1.03,19.58,13.60,1.27,28.34,2.50,0.00,0.97,0.00,1.88,26.73,0.98,0.00,1.85,41.48,5.58,194.74,10.56,99.86,14.051,10.00,4.03,19.66,17.09,1.27,6.52,2.50,0.00,0.97,0.00,1.90,21.25,1.00,0.00,1.82,33.15,5.58,194.72,10.56,99.86,18.856
1788343327.597,339.000,336.9,10.00,3.43,19.35,15.03,1.28,9.22,2.50,0.00,0.96,0.00,1.87,10.50,0.84,0.00,1.85,41.48,5.67,191.78,10.56,99.86,13.436,9.99,3.84,19.63,17.40,1.29,7.20,2.50,0.00,0.97,0.00,1.87,13.20,1.00,0.00,1.83,41.61,5.67,191.30,10.56,99.86,18.548
1788343329.619,340.000,338.9,10.00,2.24,19.94,14.09,1.26,38.39,2.50,0.00,0.98,0.00,1.91,19.60,1.00,0.00,1.86,43.49,5.51,197.87,10.56,99.86,12.797,9.99,4.23,20.02,18.27,1.25,38.35,2.50,0.00,0.97,0.00,1.91,4.99,0.83,0.00,1.74,37.85,5.51,197.44,10.56,99.86,17.843
1788343331.574,341.000,340.9,10.01,1.35,20.06,15.10,1.30,1.31,2.50,0.00,0.97,0.00,1.94,22.63,0.83,0.00,1.76,45.37,5.60,194.12,10.56,99.86,12.089,10.01,3.54,19.90,15.58,1.26,4.81,2.50,0.00,0.97,0.00,1.90,10.50,0.98,0.00,1.74,33.04,5.60,194.28,10.56,99.86,17.084
1788343333.509,342.000,342.8,10.00,2.24,19.39,16.59,1.54,193.87,2.78,80.00,0.95,0.00,1.88,10.50,1.00,0.00,1.82,38.69,5.64,193.12,10.56,99.86,11.341,10.00,1.78,19.71,15.60,1.30,5.19,2.50,0.00,0.95,0.00,1.87,18.86,1.00,0.00,1.79,38.69,5.64,192.43,10.56,99.86,16.284
1788343335.517,343.000,344.8,10.00,2.09,19.94,13.55,1.67,207.00,3.12,97.98,0.96,0.00,1.87,10.50,0.83,0.00,1.83,29.27,5.50,197.86,10.56,99.86,10.542,10.00,1.50,19.82,20.35,1.25,7.72,2.50,0.00,0.95,0.00,1.88,19.14,0.83,0.00,1.74,32.88,5.50,198.02,10.56,99.86,15.576
1788343337.509,344.000,346.8,10.01,3.04,20.02,5.43,1.28,12.65,2.78,80.00,0.97,0.00,1.91,18.18,1.00,8.20,1.87,38.69,5.55,195.89,10.56,99.86,9.892,9.99,7.82,20.23,21.73,1.25,15.02,2.50,0.00,0.94,0.00,1.88,11.31,1.00,0.71,1.87,32.06,5.55,195.93,10.56,99.86,14.826
1788343339.451,345.000,348.8,10.00,2.23,19.78,14.54,1.30,8.08,2.50,0.00,0.96,0.00,1.88,11.78,1.00,0.00,1.86,43.49,5.65,192.40,10.56,99.86,9.175,9.99,1.60,19.62,14.93,1.30,0.12,2.50,0.00,0.95,0.00,1.84,16.44,1.00,0.00,1.85,42.46,5.65,192.00,10.56,99.86,14.076
1788343341.498,346.000,350.8,10.00,2.12,19.94,16.67,1.21,42.11,2.50,0.00,0.98,0.00,1.93,21.75,0.83,0.00,1.76,38.96,5.64,197.45,10.56,99.86,8.472,9.98,1.75,20.10,11.01,1.27,20.24,2.50,0.00,0.97,0.00,1.91,28.47,0.83,0.00,1.76,41.61,5.64,197.25,10.56,99.86,13.321
1788343343.441,347.000,352.7,10.00,1.44,20.14,17.91,1.28,6.47,2.50,0.00,0.99,0.00,1.94,8.64,0.99,0.00,1.77,42.71,5.61,193.84,10.56,99.86,7.717,10.02,2.64,20.14,10.12,2.05,184.51,3.33,100.00,0.97,0.00,1.91,19.60,0.85,0.00,1.67,3.77,5.61,193.80,10.56,99.86,12.571
1788343345.447,348.000,354.8,10.01,3.87,19.94,18.18,1.28,11.54,2.50,0.00,0.97,0.00,1.88,14.24,1.01,5.22,1.97,3.27,5.56,194.36,10.56,99.86,7.367,10.12,5.35,19.62,16.35,2.07,165.84,3.89,90.35,0.97,0.00,1.87,10.50,1.00,0.00,1.85,41.99,5.61,198.62,10.56,99.86,12.171
1788343347.472,349.000,356.8,10.01,1.63,20.12,18.99,1.24,8.64,2.50,0.00,0.97,0.00,1.93,24.73,0.84,0.00,1.78,39.51,5.01,198.46,10.56,99.86,6.767,10.00,1.72,20.37,16.22,1.23,13.49,2.78,80.00,0.97,0.00,1.96,13.20,0.83,0.00,1.77,32.71,5.56,200.15,10.56,99.86,11.467
1788343349.449,350.000,358.8,10.00,4.70,20.04,22.41,1.24,16.33,2.50,0.00,0.98,0.00,1.99,1.89,1.00,0.00,1.76,44.34,5.51,197.66,10.56,99.86,6.076,10.00,2.62,20.04,7.69,1.24,20.34,2.50,0.00,0.98,0.00,1.97,6.53,1.00,0.00,1.76,44.34,5.51,197.47,10.56,99.86,10.767
1788343351.466,351.000,360.8,10.00,1.31,20.27,19.73,1.23,28.07,2.50,0.00,0.97,0.00,1.94,8.64,1.00,0.00,1.85,40.13,5.52,202.06,10.56,99.86,5.356,10.00,1.79,19.98,14.23,1.23,20.86,2.50,0.00,0.97,0.00,1.92,7.54,0.83,0.00,1.88,33.36,5.52,201.19,10.56,99.86,10.117
1788343353.496,352.000,362.8,9.99,1.28,20.20,19.99,1.26,17.91,2.50,0.00,0.98,0.00,1.94,3.27,0.83,0.00,1.77,33.52,5.54,201.16,10.56,99.86,4.656,10.00,1.16,20.45,14.27,1.26,16.68,2.50,0.00,0.98,0.00,1.93,9.98,0.83,0.00,1.77,35.83,5.53,200.72,10.56,99.86,9.508
1788343355.466,353.000,364.8,10.01,1.18,20.27,19.16,1.28,11.34,2.50,0.00,0.98,0.00,1.95,6.80,0.83,0.00,1.67,0.00,5.55,196.18,10.56,99.86,4.023,10.00,1.44,20.02,7.30,1.29,9.13,2.50,0.00,0.96,0.00,1.97,5.66,0.84,0.00,1.67,0.00,5.55,195.58,10.56,99.86,8.878
1788343357.539,354.000,366.8,10.02,1.77,20.45,17.72,1.57,244.66,2.78,80.00,0.97,0.00,1.97,18.86,0.83,0.00,1.79,40.79,5.38,206.97,10.56,99.86,3.323,10.00,1.08,20.16,13.50,1.20,40.18,2.50,0.00,0.96,0.00,1.97,14.97,0.84,0.00,1.80,39.60,5.38,206.10,10.56,99.86,8.261
1788343359.572,355.000,368.9,9.98,0.94,20.79,20.68,2.46,13.38,4.37,69.99,0.97,0.00,2.03,9.43,0.84,0.00,1.83,30.87,5.53,201.00,10.56,99.86,2.503,10.01,1.80,20.58,15.24,1.23,6.38,2.50,0.00,0.97,0.00,2.00,8.64,0.83,0.00,1.74,8.64,5.53,200.57,10.56,99.86,7.576
1788343361.540,356.000,370.8,10.00,2.30,20.10,20.99,2.03,172.36,4.44,66.14,0.97,0.00,1.96,9.98,1.00,0.00,1.78,32.71,5.59,194.76,10.56,99.86,1.592,10.00,3.86,20.27,13.51,1.27,19.79,2.50,0.00,0.97,0.00,1.92,23.17,0.99,0.00,1.84,29.27,5.59,194.16,10.56,99.86,6.876
1788343363.649,357.000,373.0,10.01,6.67,20.75,16.44,1.18,12.48,3.33,100.00,0.97,0.00,2.00,5.66,0.84,0.00,1.79,25.92,5.33,209.09,10.56,99.86,0.816,10.00,2.50,20.28,19.02,1.18,40.26,2.50,0.00,0.97,0.00,1.98,7.54,0.84,0.00,1.89,10.50,5.33,208.56,10.56,99.86,6.260
1788343365.661,358.000,375.0,9.99,1.47,20.62,20.17,1.22,1.98,2.50,0.00,0.98,0.00,2.00,3.32,0.83,0.00,1.71,11.78,5.57,199.27,10.56,99.86,0.312,10.01,1.15,20.75,15.58,1.23,28.62,2.50,0.00,0.96,0.00,2.00,9.80,0.85,0.00,1.74,23.55,5.58,198.93,10.56,99.86,5.526
1788343367.729,359.000,377.0,10.03,1.65,20.53,21.93,0.50,0.00,1.88,188.56,0.97,0.00,1.93,9.98,0.84,0.00,1.79,40.31,5.46,203.89,10.56,99.86,0.171,10.00,1.31,20.66,9.91,1.21,22.65,2.50,0.00,0.98,0.00,1.95,9.80,0.83,0.00,1.68,7.54,5.46,203.57,10.56,99.86,4.776
1788343369.814,360.000,379.1,10.00,4.70,20.92,16.14,2.46,13.50,2.50,346.41,0.97,0.00,2.00,32.91,0.83,0.00,1.85,27.90,5.34,208.32,10.56,99.86,0.121,10.00,1.61,20.96,16.84,1.18,48.35,2.50,0.00,0.97,0.00,2.03,14.24,0.84,0.00,1.74,27.19,5.34,208.15,10.56,99.86,4.126
1788343371.810,361.000,381.1,10.00,1.06,20.37,9.21,2.51,5.49,5.00,0.00,0.97,0.00,2.03,28.71,0.84,0.00,1.72,26.40,5.52,197.34,10.56,99.86,0.121,10.00,1.50,20.75,21.30,1.26,9.90,2.50,0.00,0.97,0.00,1.96,10.50,0.84,0.00,1.73,30.17,5.52,197.33,10.56,99.86,3.501
1788343373.925,362.000,383.2,10.51,21.14,21.13,12.62,1.17,26.56,3.89,90.35,1.11,116.53,2.11,66.90,0.83,0.00,1.69,13.20,5.27,210.97,10.56,99.86,23.970,9.99,1.95,20.54,21.64,2.30,15.99,3.33,100.00,0.98,0.00,1.99,17.99,0.82,0.00,1.69,11.31,5.26,210.21,10.56,99.86,2.653
1788343375.989,363.000,385.3,10.01,2.72,21.38,18.28,2.41,13.00,3.89,90.35,0.96,0.00,2.14,63.69,0.83,0.00,1.76,26.20,5.39,206.12,10.56,99.86,23.906,9.99,3.63,21.00,16.85,1.22,2.62,3.33,100.00,0.97,0.00,2.03,7.68,0.84,0.00,1.76,19.14,5.39,205.92,10.56,99.86,1.825
1788343377.994,364.000,387.3,10.00,3.96,20.24,16.04,1.25,7.46,3.89,90.35,0.95,0.00,1.95,5.66,1.01,0.00,1.84,36.37,5.51,197.46,10.56,99.86,23.242,10.02,0.63,20.62,10.36,1.25,11.99,2.50,0.00,0.97,0.00,1.99,3.77,1.00,0.00,1.84,32.71,5.51,197.29,10.56,99.86,1.028
1788343380.194,365.000,389.5,10.00,3.03,21.04,15.93,1.13,14.75,2.50,0.00,0.95,0.00,2.00,37.09,0.84,0.00,1.84,36.37,5.07,219.17,10.56,99.86,22.445,9.99,1.13,21.08,11.95,1.14,2.84,2.50,0.00,0.97,0.00,2.07,26.13,0.83,0.00,1.83,37.85,5.07,219.17,10.56,99.86,0.474
1788343382.223,366.000,391.5,9.99,1.04,21.30,14.05,1.21,5.00,2.50,0.00,0.97,0.00,2.02,30.25,0.84,0.00,1.76,26.13,5.56,199.85,10.56,99.86,21.862,10.02,3.63,21.17,18.25,0.83,0.00,1.87,94.28,0.98,0.00,2.08,23.83,0.83,0.00,1.76,24.94,5.56,199.58,10.56,99.86,0.262
1788343384.321,367.000,393.6,10.00,0.99,20.79,7.26,1.11,92.36,2.50,0.00,0.97,0.00,1.96,9.43,0.83,0.00,1.70,16.97,5.03,202.09,10.56,99.86,21.345,10.00,1.07,20.71,23.09,0.50,0.00,1.87,94.28,0.97,0.00,1.98,3.27,0.83,0.00,1.70,15.08,5.02,201.86,10.56,99.86,0.150
1788343386.462,368.000,395.8,10.00,1.73,21.30,12.62,1.24,32.00,2.50,0.00,0.94,0.00,2.01,18.87,0.83,0.00,1.76,26.20,5.23,213.25,10.56,99.86,20.848,10.00,0.92,21.30,22.46,0.59,0.00,1.25,0.00,0.97,0.00,2.02,17.55,0.83,0.00,1.76,27.78,5.23,212.74,10.56,99.86,0.150
1788343388.489,369.000,397.8,10.00,0.60,20.71,18.48,1.22,0.20,2.50,0.00,0.94,0.00,2.03,13.38,0.83,0.00,1.75,25.37,5.52,201.05,10.56,99.86,20.256,10.00,1.24,21.09,15.29,0.81,0.00,1.43,100.00,0.97,0.00,2.04,15.62,0.83,0.00,1.76,28.16,5.52,200.54,10.56,99.86,0.171
1788343390.695,370.000,400.0,10.00,0.69,21.21,19.84,1.17,34.12,2.50,0.00,0.94,0.00,2.00,19.60,0.83,0.00,1.77,26.20,5.05,220.21,10.56,99.86,19.607,10.00,1.09,21.34,11.12,1.13,8.30,2.14,94.28,0.98,0.00,2.05,23.04,0.83,0.00,1.76,39.73,5.05,219.93,10.56,99.86,0.171
1788343392.767,371.000,402.1,10.00,2.54,21.65,18.21,1.19,0.72,2.50,0.00,0.96,0.00,2.02,19.05,0.83,0.00,1.79,18.57,5.40,205.80,10.56,99.86,19.006,10.01,4.56,21.38,16.04,1.60,206.40,2.78,80.00,0.97,0.00,2.10,22.80,0.83,0.00,1.82,26.40,5.40,205.43,10.56,99.86,0.121
1788343394.889,372.000,404.2,10.00,0.40,20.92,17.22,1.22,6.81,2.50,0.00,0.95,0.00,1.97,4.99,0.83,0.00,1.74,8.22,5.38,206.43,10.56,99.86,18.400,10.00,0.92,21.09,16.28,2.40,13.45,4.37,69.99,0.98,0.00,2.04,15.07,0.83,0.00,1.74,7.54,5.38,206.22,10.56,99.86,0.000
1788343397.042,373.000,406.3,10.00,1.40,21.74,14.79,1.14,21.89,2.50,0.00,0.98,0.00,2.07,16.25,0.83,0.00,1.78,26.60,5.15,216.24,10.56,99.86,17.387,10.49,21.78,21.98,18.14,1.14,27.14,3.89,90.35,1.56,389.17,2.63,162.26,0.83,0.00,1.78,26.60,5.15,216.42,10.56,99.86,27.640
