wall_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/path_length_m
1787412303.866,334.8,10.0,0.96,2.1,31.80,1.0,0.00,1.2,0.00,6.2,16.47,4.585
1787412305.427,336.4,10.0,0.90,2.1,18.45,1.0,0.00,1.3,1.01,6.4,7.59,4.193
1787412307.059,338.0,10.0,1.30,2.0,26.23,1.0,0.00,1.1,100.17,6.2,15.71,3.293
1787412308.636,339.6,10.0,1.03,3.2,16.26,1.0,0.00,1.2,1.05,6.3,10.31,2.701
1787412310.215,341.2,10.0,0.64,3.2,12.66,1.0,0.00,1.2,0.28,6.4,5.73,1.637
1787412311.746,342.7,10.0,1.57,2.2,3.84,1.0,0.00,1.3,0.00,6.5,6.00,1.131
1787412313.343,344.3,10.0,1.53,1.8,81.95,1.0,0.00,1.0,0.00,6.3,8.35,0.333
1787412314.967,345.9,10.0,1.48,1.0,0.00,1.0,0.00,1.3,0.00,6.1,6.26,0.191
1787412316.536,347.5,10.0,1.17,2.1,468.35,1.0,0.00,1.1,102.26,6.3,6.68,0.121
1787412318.114,349.1,10.0,1.09,4.7,76.66,0.5,0.00,1.2,0.00,6.4,9.80,0.121
1787412319.709,350.7,10.7,22.47,2.4,87.32,1.5,369.44,1.3,0.00,6.2,11.57,24.040
1787412321.306,352.3,10.7,22.51,3.5,107.90,1.0,0.00,1.0,0.00,6.4,11.50,23.998
1787412322.830,353.8,10.0,0.76,2.2,105.55,1.0,0.00,1.2,0.27,6.5,4.84,23.266
1787412324.485,355.5,10.0,1.35,2.0,14.27,1.0,0.00,1.0,0.00,6.1,13.55,22.841
1787412326.118,357.1,10.0,0.94,2.0,9.74,1.0,0.00,1.0,0.00,6.1,17.78,21.912
1787412327.704,358.7,10.0,1.34,2.1,3.06,0.5,0.00,1.2,0.00,6.3,11.91,21.559
1787412329.333,360.3,10.0,1.49,1.8,61.79,1.0,0.00,1.1,100.42,6.2,12.41,20.845
1787412330.914,361.9,10.0,1.98,2.1,2.76,1.0,0.00,1.3,0.28,6.3,11.10,19.945
1787412332.509,363.5,10.0,0.73,2.1,35.47,1.0,0.00,1.0,0.00,6.3,19.72,19.495
1787412334.053,365.0,10.0,1.07,2.2,5.31,1.0,0.00,1.2,0.00,6.5,6.71,18.606
1787412335.672,366.6,10.0,0.72,2.1,10.69,1.0,0.00,1.0,0.00,6.2,9.21,18.159
1787412337.297,368.3,10.0,2.54,2.1,3.06,1.0,0.00,1.0,0.00,6.2,8.52,17.195
1787412338.915,369.9,10.0,0.68,2.0,20.28,1.0,0.00,1.0,0.00,6.1,21.38,16.737
1787412340.550,371.5,10.0,1.03,2.0,30.95,1.0,0.00,1.3,0.00,6.2,13.85,15.834
1787412342.176,373.2,10.0,0.91,2.0,22.20,1.0,0.00,1.0,0.00,6.1,15.28,15.434
1787412343.791,374.8,10.0,0.96,2.1,5.61,1.0,0.00,1.1,98.66,6.2,17.87,14.534
1787412345.351,376.3,10.0,0.92,2.1,4.24,0.5,0.00,1.3,2.25,6.4,6.25,14.087
1787412346.983,378.0,10.0,0.96,2.0,2.95,1.0,0.00,1.0,0.00,6.1,7.65,13.185
1787412348.617,379.6,10.0,0.48,2.1,6.98,1.0,0.00,1.0,0.00,6.1,12.85,12.367
1787412350.204,381.2,10.0,0.82,2.1,13.54,1.0,0.00,1.1,99.87,6.2,13.70,11.958
1787412351.827,382.8,10.0,0.84,2.1,15.27,1.0,0.00,1.1,99.29,6.2,9.60,11.058
1787412353.416,384.4,10.0,0.70,2.1,14.16,1.0,0.00,1.3,0.92,6.3,15.26,10.617
1787412355.092,386.1,10.0,0.54,2.0,11.56,1.0,0.00,1.0,0.00,6.0,14.05,9.752
1787412356.651,387.6,10.0,0.74,2.1,7.89,0.5,0.00,1.3,0.00,6.5,9.57,9.344
1787412358.279,389.3,10.0,0.89,1.7,78.70,1.0,0.00,1.0,0.00,6.2,6.85,8.623
1787412359.885,390.9,10.0,1.59,2.1,16.45,1.0,0.00,1.0,0.00,6.2,7.57,7.822
1787412361.495,392.5,10.0,1.51,2.1,11.38,1.0,0.00,1.0,0.00,6.2,21.23,7.455
1787412363.121,394.1,10.0,0.87,2.1,7.71,1.0,0.00,1.0,0.00,6.2,8.30,6.622
1787412364.759,395.7,10.0,0.78,2.0,5.35,1.0,0.00,1.0,0.00,6.1,14.64,6.222
1787412366.419,397.4,10.0,1.04,2.0,16.09,1.0,0.00,1.0,0.00,6.0,9.54,5.387
1787412368.025,399.0,10.0,0.61,2.1,15.31,1.0,0.00,1.0,0.00,6.2,9.68,4.457
1787412369.684,400.7,10.0,0.76,2.0,8.10,1.0,0.00,1.0,0.00,6.0,10.56,3.957
1787412371.339,402.3,10.0,0.62,2.0,15.00,1.0,0.00,1.0,0.00,6.0,25.72,3.191
1787412372.995,404.0,10.0,1.51,3.0,42.35,1.0,0.00,1.0,0.00,6.0,22.78,2.670
1787412374.641,405.6,10.0,1.33,2.2,74.88,1.0,0.00,1.0,0.00,6.1,7.95,1.707
1787412376.316,407.3,10.0,1.17,2.0,13.83,1.0,0.00,1.0,0.00,5.9,13.81,0.707
1787412377.948,408.9,10.0,0.87,1.7,26.16,1.0,0.00,1.0,0.00,5.9,31.06,0.404
1787412379.580,410.6,10.0,0.88,1.3,0.00,1.0,0.00,1.3,0.00,6.1,34.25,0.141
1787412381.223,412.2,10.0,1.09,2.9,7.34,1.0,0.00,1.0,0.00,6.0,17.62,0.121
1787412382.835,413.8,10.0,1.26,5.2,59.92,1.0,0.00,1.0,0.00,6.3,12.68,0.050
1787412384.470,415.4,10.0,1.05,3.1,11.07,1.0,0.00,1.0,0.00,6.1,6.61,0.071
1787412386.107,417.1,10.6,21.85,2.0,132.66,1.3,0.00,1.0,0.00,6.1,7.42,27.550
1787412387.809,418.8,10.0,1.22,3.0,13.62,0.9,0.00,1.0,0.00,5.9,21.75,27.381
1787412389.451,420.4,10.0,0.95,2.0,15.78,1.0,0.00,1.0,0.00,6.0,14.09,26.539
1787412391.171,422.1,10.0,0.92,2.0,25.36,0.9,0.00,1.0,0.00,5.8,20.87,26.148
1787412392.851,423.8,10.0,4.10,1.8,88.44,0.9,0.00,1.0,0.00,5.9,9.28,25.411
1787412394.470,425.4,10.0,1.45,2.1,8.88,1.0,0.00,1.0,0.00,6.2,4.70,25.123
1787412396.166,427.1,10.0,1.39,1.7,103.19,0.9,0.00,1.0,0.00,5.9,12.17,24.441
1787412397.894,428.9,10.0,2.37,1.9,7.39,1.0,0.00,1.0,0.00,5.8,11.03,23.734
1787412399.552,430.5,10.0,2.38,2.0,9.11,0.9,0.00,1.0,0.00,6.0,14.22,23.292
1787412401.165,432.1,10.0,1.56,2.1,3.24,1.0,0.00,1.0,0.00,6.2,5.43,22.489
1787412402.863,433.8,10.0,3.15,2.0,18.12,0.9,0.00,1.0,0.00,5.9,13.54,22.045
1787412404.573,435.5,10.0,1.49,2.0,39.68,1.0,0.00,1.0,0.00,5.8,19.75,21.371
1787412406.198,437.2,10.0,1.11,2.0,16.14,1.0,0.00,1.0,0.00,6.0,17.04,20.669
1787412407.950,438.9,10.0,0.78,1.9,30.34,0.9,0.00,1.0,0.00,5.7,23.08,20.403
1787412409.631,440.6,10.0,0.99,2.0,30.78,1.0,0.00,1.0,0.00,6.0,15.20,19.539
1787412411.299,442.3,10.0,1.93,2.0,8.13,0.5,0.00,1.0,0.00,6.0,8.40,19.084
1787412413.004,444.0,10.0,0.98,2.0,18.31,1.0,0.00,1.0,0.00,6.0,10.10,18.151
1787412414.729,445.7,10.0,1.03,1.9,13.14,0.9,0.00,1.0,0.00,5.7,16.63,17.254
1787412416.431,447.4,10.0,2.36,2.0,22.67,1.0,0.00,1.0,0.00,6.0,9.80,16.902
1787412418.103,449.1,10.0,0.84,1.7,74.85,1.0,0.00,1.0,0.00,6.0,6.91,16.311
1787412419.922,450.9,10.0,2.10,1.4,22.73,1.0,0.00,1.0,0.00,5.5,15.10,15.703
1787412421.626,452.6,10.0,1.98,1.8,82.71,1.0,0.00,1.0,0.00,5.9,11.26,15.368
1787412423.301,454.3,10.0,1.38,2.0,18.20,1.0,0.00,1.0,0.00,6.0,8.26,14.748
1787412425.026,456.0,10.0,0.91,1.9,19.04,1.0,0.00,1.0,0.00,5.8,23.30,13.897
1787412426.759,457.7,10.0,0.89,1.9,41.95,1.0,0.00,1.0,0.00,5.7,25.83,13.475
1787412428.446,459.4,10.0,1.13,2.0,25.20,1.0,0.00,1.0,0.00,5.9,20.55,12.571
1787412430.145,461.1,10.0,1.12,2.0,12.47,1.0,0.00,1.0,0.00,5.9,9.08,11.614
1787412431.897,462.9,10.0,1.23,1.9,23.60,1.0,0.00,1.0,0.00,5.7,12.51,11.211
1787412433.638,464.6,10.0,1.46,1.9,26.87,1.0,0.00,1.0,0.00,5.7,13.69,10.433
1787412435.308,466.3,10.0,1.10,2.4,92.96,1.0,0.00,1.0,0.00,6.0,7.81,9.849
1787412437.090,468.1,10.0,1.36,1.9,11.75,0.5,0.00,1.0,0.00,5.6,17.78,9.445
1787412438.814,469.8,10.0,1.10,1.9,17.26,1.0,0.00,1.0,0.00,5.8,16.70,8.644
1787412440.439,471.4,10.0,1.02,2.0,10.95,1.0,0.00,1.0,0.00,6.2,5.13,7.744
1787412442.205,473.2,10.0,1.24,1.9,38.61,1.0,0.00,1.0,0.00,5.7,25.43,7.415
1787412443.958,474.9,10.0,1.15,1.9,12.15,1.0,0.00,1.0,0.00,5.7,18.69,6.665
1787412445.573,476.5,10.0,0.82,2.1,9.90,1.0,0.00,1.0,0.00,6.2,6.51,5.865
1787412447.246,478.2,10.0,0.91,2.0,27.17,1.0,0.00,1.0,0.00,6.0,14.59,5.438
1787412449.049,480.0,10.0,1.13,1.6,58.82,1.0,0.00,1.0,0.00,5.6,15.55,4.686
1787412450.671,481.6,10.0,0.81,2.1,6.23,1.0,0.00,1.0,0.00,6.1,6.88,4.078
1787412452.358,483.3,10.0,1.07,1.8,82.60,1.0,0.00,1.0,0.00,6.0,5.63,3.760
1787412454.074,485.0,10.0,0.97,1.9,8.79,1.0,0.00,1.0,0.00,5.8,27.23,2.877
1787412455.790,486.8,10.0,1.16,1.9,18.35,1.0,0.00,1.0,0.00,5.9,17.37,1.845
1787412457.424,488.4,10.0,1.17,2.0,7.41,1.0,0.00,1.0,0.00,6.1,5.94,1.351
1787412459.142,490.1,10.0,0.79,1.7,92.66,1.0,0.00,1.0,0.00,5.8,7.37,0.383
1787412460.886,491.9,10.0,2.18,1.3,282.67,1.0,0.00,1.0,0.00,5.7,28.04,0.050
1787412462.546,493.5,10.0,1.05,4.4,81.01,1.0,0.00,1.0,0.00,6.1,5.88,0.000
1787412464.243,495.2,10.0,2.61,3.8,91.49,1.0,0.00,1.0,0.00,5.9,15.20,0.050
1787412466.071,497.0,10.8,22.93,1.8,158.74,1.5,0.00,1.0,0.00,5.5,22.39,15.270
1787412467.723,498.7,10.0,1.01,2.7,72.82,1.0,0.00,1.0,0.00,6.1,7.54,14.880
1787412469.410,500.4,10.0,0.87,1.7,55.01,1.0,0.00,1.0,0.00,6.0,14.36,14.488
