wall_time,elapsed_s,panther/cmd_vel_nav_hz,panther/cmd_vel_nav_jitter_ms,panther/amcl_pose_hz,panther/amcl_pose_jitter_ms,panther/plan_hz,panther/plan_jitter_ms,panther/local_costmap_hz,panther/local_costmap_jitter_ms,panther/velodyne_filtered_hz,panther/velodyne_filtered_jitter_ms,panther/path_length_m
1787506543.454,323.0,10.0,1.51,2.1,26.36,1.0,0.00,1.3,0.00,6.5,17.44,20.442
1787506544.920,324.4,10.0,5.92,2.3,4.03,0.5,0.00,1.2,0.00,6.8,2.29,19.947
1787506546.450,326.0,10.0,1.85,2.2,27.67,1.0,0.00,1.2,0.00,6.6,12.06,19.097
1787506547.982,327.5,10.0,1.88,2.2,11.79,1.0,0.00,1.2,0.00,6.6,9.15,18.733
1787506549.487,329.0,10.0,0.85,1.8,74.42,1.0,0.00,1.3,1.13,6.7,6.99,18.038
1787506550.997,330.5,10.0,1.14,2.2,16.92,1.0,0.00,1.2,1.49,6.6,6.69,17.636
1787506552.472,332.0,10.0,1.13,2.3,2.99,1.0,0.00,1.2,1.37,6.8,2.18,16.840
1787506554.075,333.6,10.0,2.00,2.3,69.14,1.0,0.00,1.0,0.00,6.3,18.18,16.372
1787506555.549,335.1,10.0,0.98,2.3,5.34,1.0,0.00,1.3,0.00,6.8,3.40,15.435
1787506557.072,336.6,10.0,1.06,2.2,15.11,1.0,0.00,1.2,1.32,6.6,6.60,15.021
1787506558.607,338.1,10.0,2.26,2.2,7.06,1.0,0.00,1.2,2.16,6.5,10.98,14.151
1787506560.131,339.6,10.0,2.05,2.1,20.86,1.0,0.00,1.1,102.91,6.4,18.80,13.751
1787506561.673,341.2,10.0,0.55,2.2,24.06,1.0,0.00,1.3,0.00,6.5,11.31,12.890
1787506563.162,342.7,10.0,0.33,2.2,3.86,1.0,0.00,1.2,0.00,6.7,2.72,12.491
1787506564.782,344.3,10.0,0.42,2.0,9.97,1.0,0.00,1.0,0.00,6.2,16.27,11.503
1787506566.283,345.8,10.0,1.04,2.2,1.55,1.0,0.00,1.3,0.33,6.7,4.39,10.995
1787506567.858,347.4,10.0,1.47,2.1,18.31,1.0,0.00,1.0,0.00,6.4,15.73,10.030
1787506569.417,348.9,10.0,1.70,2.0,77.57,1.0,0.00,1.2,0.00,6.5,14.65,9.624
1787506570.974,350.5,10.0,1.52,1.6,20.42,1.0,0.00,1.2,0.00,6.4,19.29,8.765
1787506572.521,352.0,10.0,0.37,1.6,25.27,1.0,0.00,1.0,0.00,6.5,13.73,8.403
1787506574.024,353.5,10.0,0.85,2.0,67.73,1.0,0.00,1.3,0.18,6.7,1.84,7.588
1787506575.623,355.1,10.0,1.01,2.1,54.65,1.0,0.00,1.0,0.00,6.3,26.75,7.188
1787506577.126,356.6,10.0,1.02,2.2,3.63,1.0,0.00,1.3,0.00,6.7,2.68,6.417
1787506578.679,358.2,10.0,0.76,2.1,26.87,1.0,0.00,1.1,99.63,6.4,10.04,5.996
1787506580.208,359.7,10.0,0.63,2.2,10.63,1.0,0.00,1.3,0.00,6.6,8.65,5.026
1787506581.810,361.3,10.0,1.55,2.1,19.67,1.0,0.00,1.0,0.00,6.3,18.33,4.626
1787506583.364,362.9,10.0,2.09,2.1,15.43,1.0,0.00,1.0,0.00,6.5,9.09,3.817
1787506584.879,364.4,10.0,1.18,2.2,2.64,1.0,0.00,1.2,0.00,6.6,4.61,3.343
1787506586.536,366.0,10.0,1.05,3.0,16.89,1.0,0.00,1.0,0.00,6.1,14.93,2.314
1787506588.078,367.6,10.0,0.56,2.9,65.77,1.0,0.00,1.2,0.00,6.4,10.04,1.806
1787506589.603,369.1,10.0,1.49,2.2,12.06,1.0,0.00,1.3,0.00,6.5,5.86,0.707
1787506591.175,370.7,10.0,1.35,1.9,80.36,1.0,0.00,1.3,0.00,6.5,6.67,0.383
1787506592.737,372.2,10.0,1.32,1.3,0.00,1.0,0.00,1.2,0.00,6.3,13.30,0.121
1787506594.333,373.8,10.0,0.77,4.4,88.37,1.0,0.00,1.1,100.00,6.3,13.86,0.050
1787506595.908,375.4,10.0,1.92,4.8,75.17,1.0,0.00,1.2,0.00,6.5,6.42,0.000
1787506597.525,377.0,10.7,22.63,2.4,87.08,1.0,0.00,1.0,0.00,6.1,18.27,23.994
1787506599.119,378.6,10.7,22.61,3.7,123.64,1.0,0.00,1.2,0.00,6.2,20.49,23.948
1787506600.646,380.2,10.0,3.45,2.6,73.79,1.0,0.00,1.3,0.17,6.5,12.39,23.266
1787506602.282,381.8,10.0,3.49,2.0,19.75,1.0,0.00,1.0,0.00,6.1,18.23,22.798
1787506603.855,383.4,10.0,1.05,2.1,17.28,1.0,0.00,1.0,0.00,6.4,7.91,21.998
1787506605.429,384.9,10.0,2.55,2.1,6.69,1.0,0.00,1.1,100.16,6.4,7.36,21.709
1787506607.021,386.5,10.0,0.73,1.6,28.01,1.0,0.00,1.2,0.00,6.3,14.03,21.045
1787506608.577,388.1,10.0,0.70,1.9,82.25,1.0,0.00,1.3,0.00,6.4,12.04,20.706
1787506610.223,389.7,10.0,0.73,2.0,16.14,1.0,0.00,1.0,0.00,6.1,17.12,19.848
1787506611.769,391.3,10.0,0.70,2.2,4.68,1.0,0.00,1.3,0.00,6.5,4.34,19.348
1787506613.389,392.9,10.0,3.06,2.1,30.68,1.0,0.00,1.0,0.00,6.2,19.03,18.598
1787506615.020,394.5,10.0,0.82,2.0,27.07,0.5,0.00,1.0,0.00,6.2,12.74,18.195
1787506616.578,396.1,10.0,0.74,2.1,8.97,1.0,0.00,1.3,0.00,6.4,5.96,17.387
1787506618.232,397.7,10.0,2.43,2.0,17.71,1.0,0.00,1.0,0.00,6.1,15.42,16.537
1787506619.807,399.3,10.0,2.26,2.1,4.34,1.0,0.00,1.3,0.00,6.3,5.10,16.037
1787506621.459,401.0,10.0,0.95,2.0,25.18,1.0,0.00,1.1,100.73,6.1,16.31,15.134
1787506623.046,402.6,10.0,1.26,2.1,12.74,1.0,0.00,1.3,0.00,6.3,7.38,14.639
1787506624.647,404.2,10.0,1.24,2.1,22.72,1.0,0.00,1.0,0.00,6.2,15.77,13.726
1787506626.309,405.8,10.0,1.92,2.0,33.69,0.5,0.00,1.0,0.00,6.1,16.39,13.276
1787506627.879,407.4,10.0,0.86,2.1,3.70,1.0,0.00,1.3,1.61,6.4,4.96,12.361
1787506629.530,409.0,10.0,1.88,2.0,28.94,1.0,0.00,1.0,0.00,6.1,14.80,11.465
1787506631.126,410.6,10.0,1.46,2.1,6.25,1.0,0.00,1.2,0.00,6.3,4.77,10.917
1787506632.736,412.2,10.0,1.58,2.1,2.78,1.0,0.00,1.0,0.00,6.2,16.44,10.116
1787506634.376,413.9,10.0,1.28,2.0,13.25,1.0,0.00,1.0,0.00,6.1,14.66,9.709
1787506635.967,415.5,10.0,0.87,1.9,67.81,1.0,0.00,1.0,0.00,6.3,7.14,8.989
1787506637.619,417.1,10.0,1.05,1.8,62.09,1.0,0.00,1.0,0.00,6.1,15.79,8.623
1787506639.239,418.7,10.0,1.29,1.9,60.81,1.0,0.00,1.3,0.00,6.2,15.72,7.872
1787506640.855,420.4,10.0,0.71,2.1,22.54,1.0,0.00,1.3,0.00,6.2,16.29,7.122
1787506642.490,422.0,10.0,1.05,2.0,20.91,1.0,0.00,1.1,99.70,6.1,12.79,6.672
1787506644.104,423.6,10.0,1.05,2.1,10.23,1.0,0.00,1.0,0.00,6.2,8.38,5.853
1787506645.734,425.2,10.0,1.12,2.0,17.29,1.0,0.00,1.0,0.00,6.1,19.91,5.403
1787506647.384,426.9,10.0,0.94,2.0,24.02,1.0,0.00,1.0,0.00,6.1,15.88,4.576
1787506648.992,428.5,10.0,0.86,2.1,23.07,1.0,0.00,1.3,0.00,6.0,18.14,3.673
1787506650.656,430.2,10.0,1.32,1.8,83.34,1.0,0.00,1.0,0.00,6.0,13.35,3.377
1787506652.242,431.7,10.0,0.85,2.9,62.76,1.0,0.00,1.2,0.00,6.3,2.39,2.371
1787506653.845,433.3,10.0,1.92,2.3,51.83,1.0,0.00,1.0,0.00,6.3,10.97,1.887
1787506655.512,435.0,10.0,1.42,2.0,4.23,1.0,0.00,1.0,0.00,6.1,5.53,0.849
1787506657.117,436.6,10.0,3.20,1.7,62.93,1.0,0.00,1.0,0.00,6.1,11.16,0.474
1787506658.724,438.2,10.0,2.37,1.2,0.00,1.0,0.00,1.1,99.90,6.2,6.45,0.241
1787506660.404,439.9,10.0,1.06,0.0,0.00,1.0,0.00,1.0,0.00,6.0,14.32,0.150
1787506662.023,441.5,10.0,1.39,0.0,0.00,1.0,0.00,1.0,0.00,6.0,14.83,0.150
1787506663.678,443.2,10.0,1.16,0.0,0.00,1.0,0.00,1.0,0.00,6.0,13.76,0.171
1787506665.334,444.8,10.0,1.20,0.0,0.00,1.0,0.00,1.0,0.00,6.0,10.91,0.171
1787506667.029,446.5,10.0,1.21,0.0,0.00,1.0,0.00,1.0,0.00,5.9,21.94,0.121
1787506668.676,448.2,10.0,1.02,0.0,0.00,1.0,0.00,1.0,0.00,6.0,14.62,0.171
1787506670.281,449.8,10.0,0.88,0.0,0.00,1.0,0.00,1.0,0.00,6.2,18.74,0.171
1787506672.015,451.5,10.0,0.92,0.0,0.00,1.0,0.00,1.0,0.00,5.8,24.87,0.171
1787506673.649,453.2,10.0,1.20,0.0,0.00,1.0,0.00,1.0,0.00,6.1,4.29,0.171
1787506675.280,454.8,10.3,11.11,0.0,0.00,1.0,0.00,1.0,0.00,6.1,12.79,0.150
1787506677.003,456.5,10.0,1.05,0.0,0.00,1.0,0.00,1.0,0.00,5.9,13.18,0.150
1787506678.629,458.1,10.0,0.96,0.0,0.00,1.0,0.00,1.0,0.00,6.1,6.72,0.150
1787506680.283,459.8,10.0,0.77,0.0,0.00,1.0,0.00,1.0,0.00,6.1,10.80,0.171
1787506681.963,461.5,10.0,0.85,0.0,0.00,1.0,0.00,1.0,0.00,6.0,8.62,0.171
1787506683.643,463.1,10.0,1.09,0.0,0.00,1.0,0.00,1.0,0.00,5.9,13.49,0.171
1787506685.296,464.8,10.0,1.00,0.0,0.00,1.0,0.00,1.0,0.00,6.1,11.75,0.171
1787506686.908,466.4,10.0,0.58,0.5,0.00,1.0,0.00,1.0,0.00,6.2,2.46,0.171
1787506688.672,468.2,10.0,1.14,0.0,0.00,1.0,0.00,1.0,0.00,5.7,22.09,0.150
1787506690.355,469.9,10.0,1.37,0.0,0.00,1.0,0.00,1.0,0.00,5.9,11.09,0.171
1787506691.975,471.5,10.0,1.12,0.0,0.00,1.0,0.00,1.0,0.00,6.2,2.63,0.171
1787506693.727,473.2,10.0,1.63,0.0,0.00,1.0,0.00,1.0,0.00,5.7,15.90,0.171
1787506695.422,474.9,10.0,1.01,0.0,0.00,1.0,0.00,1.0,0.00,5.9,12.00,0.150
1787506697.049,476.6,10.0,0.84,0.0,0.00,1.0,0.00,1.0,0.00,6.0,13.02,0.150
1787506698.792,478.3,10.0,0.71,0.5,0.00,1.0,0.00,1.0,0.00,5.8,12.89,0.150
1787506700.484,480.0,10.0,1.69,0.5,0.00,1.0,0.00,1.0,0.00,5.8,9.09,0.171
1787506702.160,481.7,10.0,1.18,1.2,0.00,1.0,0.00,1.0,0.00,6.0,12.60,0.171
1787506703.834,483.3,10.0,0.80,1.5,5.01,1.0,0.00,1.0,0.00,6.0,10.47,0.171
1787506705.527,485.0,10.0,1.73,1.5,13.40,0.5,0.00,1.0,0.00,5.9,18.38,0.150
1787506707.169,486.7,10.0,1.11,1.5,8.39,1.0,0.00,1.0,0.00,6.1,8.96,0.171
1787506708.794,488.3,10.0,1.37,1.6,7.83,1.0,0.00,1.0,0.00,6.2,7.48,0.171
1787506710.510,490.0,10.0,31.28,0.9,0.00,1.0,0.00,1.0,0.00,5.8,18.27,0.141
1787506712.185,491.7,10.0,0.99,4.2,81.10,1.0,0.00,1.0,0.00,6.0,13.43,0.121
1787506713.783,493.3,10.0,1.00,2.8,65.07,1.0,0.00,1.3,0.00,6.3,1.40,0.071
1787506715.513,495.0,10.6,21.82,1.8,326.10,1.7,468.27,1.0,0.00,5.9,10.03,27.548
1787506717.212,496.7,10.0,1.88,2.3,79.39,1.0,0.00,1.0,0.00,5.8,21.33,27.054
1787506718.798,498.3,10.0,0.73,1.8,76.98,1.0,0.00,1.2,0.00,6.3,5.84,26.653
1787506720.472,500.0,10.0,1.32,1.5,0.72,0.9,0.00,1.0,0.00,6.0,9.46,25.865
1787506722.152,501.7,10.0,2.13,1.3,78.67,0.9,0.00,1.0,0.00,5.9,15.69,25.533
